student_id,life_risk,study_risk,sport_risk,total_risk
pjxsqxbj936,,0.0375,0.538,0.2878
pjxyqxbj315,0.287,,,0.287
pjxpqxbj934,,0.1225,0.446,0.2842
pjxyqwbj279,,0.12,0.4444,0.2822
pjxyqxbl943,,0.28,,0.28
pjxyqxbk125,,0.2775,,0.2775
pjxyqxbk603,,0.1775,0.3734,0.2754
pjxyqxbj063,,0.2675,,0.2675
pjxyqxbj225,,0.2675,,0.2675
pjxyqxbj840,,0.095,0.4372,0.2661
pjwtqxbj971,,0.265,,0.265
pjxyqwbk510,,0.115,0.4092,0.2621
pjxyqwbj785,,0.0959,0.4258,0.2608
pjxsqxbj780,,0.26,,0.26
pjxyqxbj585,,0.255,,0.255
pjxrqxbj996,0.2548,,,0.2548
pjxuqwbj511,,0.17,0.3371,0.2536
pjwrqxbj952,,0.235,,0.235
pjxyqxbk783,0.2268,,,0.2268
pjxsqxbj918,,0.0975,0.3521,0.2248
pjxyqxbj221,,0.22,,0.22
pjxyqwbk835,,0.1825,0.2428,0.2127
pjxyqxbj492,,0.2075,,0.2075
pjxyqxbk204,,0.2125,0.1962,0.2044
pjwrzxbj996,,0.2,,0.2
pjxuqwbj750,,0.0888,0.3105,0.1997
pjxyqxbk882,,0.1,0.2988,0.1994
pjxyqxbj827,,0.1975,,0.1975
pjxuqwbj890,,0.195,,0.195
pjxyqxbj691,,0.195,,0.195
pjxyqwbk559,,0.095,0.2949,0.1949
pjxuqwbj925,,0.1938,,0.1938
pjxyqxbj851,0.1928,,,0.1928
pjxtztbj996,,0.1875,,0.1875
pjxuzxbj986,,0.1867,,0.1867
pjxuqwbj651,,0.185,,0.185
pjxyqxbj100,,0.175,,0.175
pjxuqwbj490,,0.1732,,0.1732
pjxyqwbk583,,0.2075,0.1247,0.1661
pjxyqxbk615,,0.165,,0.165
pjxyqxbk268,,0.0525,0.2402,0.1464
pjxyqxbj160,0.1425,,,0.1425
pjxuqwbj933,,0.14,,0.14
pjxyqxbk201,,0.13,,0.13
pjxuqwbj786,,0.12,,0.12
pjxyqxbk000,,0.12,,0.12
pjxyqxbk614,,0.1088,,0.1088
pjxwxxbj941,,0.1025,,0.1025
pjxyqwbj441,0.1,,,0.1
pjxyqxbk305,0.1,,,0.1
pjxyqxbj777,,0.0917,,0.0917
pjxsqxbj787,,0.09,,0.09
pjxuqwbj445,,0.09,,0.09
pjxyqxbj753,,0.0875,,0.0875
pjxuqwbj935,,0.08,,0.08
pjxyqxbk470,,0.08,,0.08
pjxyqxbj132,,0.0775,,0.0775
pjxyqxbk953,,0.0725,,0.0725
pjxyqxbl957,,0.0725,,0.0725
pjxyqxbk479,,0.07,,0.07
pjxyqwbj174,,0.095,0.0354,0.0652
pjxyqxbj098,,0.065,,0.065
pjxyqxbk486,,0.0575,,0.0575
pjxyqxbk081,,0.055,,0.055
pjxyqxbj359,,0.0513,,0.0513
pjxyqxbj559,,0.045,,0.045
pjxyqxbj021,,0.0425,,0.0425
pjxyqxbk840,,0.0425,,0.0425
pjxyqxbj403,,0.0375,,0.0375
pjwtqxbj918,,0.025,,0.025
pjxyqwbk736,,0.0375,0.0,0.0187
200307700011,,,,
pjvyzvfj974,,,,
pjvyzvfj977,,,,
pjvyzvfj989,,,,
pjvyzvfj994,,,,
pjvyzvfj998,,,,
pjvyzxbj993,,,,
pjvyzxbj995,,,,
pjvyzxbj997,,,,
pjwqzwbj998,,,,
pjwrqxbj882,,,,
pjwrqxbj884,,,,
pjwrqxbj890,,,,
pjwrqxbj898,,,,
pjwrqxbj913,,,,
pjwrqxbj918,,,,
pjwrqxbj920,,,,
pjwrqxbj923,,,,
pjwrqxbj924,,,,
pjwrqxbj925,,,,
pjwrqxbj926,,,,
pjwrqxbj929,,,,
pjwrqxbj932,,,,
pjwrqxbj935,,,,
pjwrqxbj938,,,,
pjwrqxbj944,,,,
pjwrqxbj945,,,,
pjwrqxbj948,,,,
pjwrqxbj955,,,,
pjwrqxbj956,,,,
pjwrqxbj965,,,,
pjwrqxbj967,,,,
pjwrqxbj973,,,,
pjwrqxbj974,,,,
pjwrqxbj977,,,,
pjwrqxbj978,,,,
pjwrqxbj979,,,,
pjwrqxbj980,,,,
pjwrqxbj983,,,,
pjwrqxbj984,,,,
pjwrqxbj988,,,,
pjwrqxbj991,,,,
pjwrqxbj992,,,,
pjwrqxbj994,,,,
pjwrqxbj998,,,,
pjwtqxbj913,,,,
pjwtqxbj914,,,,
pjwtqxbj920,,,,
pjwtqxbj921,,,,
pjwtqxbj928,,,,
pjwtqxbj929,,,,
pjwtqxbj930,,,,
pjwtqxbj931,,,,
pjwtqxbj932,,,,
pjwtqxbj933,,,,
pjwtqxbj939,,,,
pjwtqxbj941,,,,
pjwtqxbj942,,,,
pjwtqxbj943,,,,
pjwtqxbj944,,,,
pjwtqxbj946,,,,
pjwtqxbj947,,,,
pjwtqxbj950,,,,
pjwtqxbj952,,,,
pjwtqxbj953,,,,
pjwtqxbj957,,,,
pjwtqxbj959,,,,
pjwtqxbj960,,,,
pjwtqxbj967,,,,
pjwtqxbj968,,,,
pjwtqxbj969,,,,
pjwtqxbj972,,,,
pjwtqxbj976,,,,
pjwtqxbj977,,,,
pjwtqxbj979,,,,
pjwtqxbj982,,,,
pjwtqxbj983,,,,
pjwtqxbj984,,,,
pjwtqxbj985,,,,
pjwtqxbj987,,,,
pjwtqxbj988,,,,
pjwtqxbj993,,,,
pjwtzxbj996,,,,
pjwuzxbj992,,,,
pjwuzxbj995,,,,
pjxpqxbj911,,,,
pjxpqxbj912,,,,
pjxpqxbj914,,,,
pjxpqxbj916,,,,
pjxpqxbj918,,,,
pjxpqxbj919,,,,
pjxpqxbj924,,,,
pjxpqxbj926,,,,
pjxpqxbj927,,,,
pjxpqxbj930,,,,
pjxpqxbj933,,,,
pjxpqxbj945,,,,
pjxpqxbj946,,,,
pjxpqxbj954,,,,
pjxpqxbj955,,,,
pjxpqxbj956,,,,
pjxpqxbj957,,,,
pjxpqxbj961,,,,
pjxpqxbj967,,,,
pjxpqxbj969,,,,
pjxpqxbj971,,,,
pjxpqxbj972,,,,
pjxpqxbj973,,,,
pjxpqxbj975,,,,
pjxpqxbj976,,,,
pjxpqxbj977,,,,
pjxpqxbj979,,,,
pjxpqxbj985,,,,
pjxpqxbj986,,,,
pjxpqxbj987,,,,
pjxpqxbj992,,,,
pjxpqxbj994,,,,
pjxpqxbj997,,,,
pjxpqxbj998,,,,
pjxqqxbj947,,,,
pjxqqxbj959,,,,
pjxqqxbj967,,,,
pjxqqxbj973,,,,
pjxqqxbj974,,,,
pjxqqxbj979,,,,
pjxqqxbj988,,,,
pjxqqxbj996,,,,
pjxqqxbj998,,,,
pjxqzxbj967,,,,
pjxqzxbj971,,,,
pjxqzxbj973,,,,
pjxqzxbj975,,,,
pjxqzxbj979,,,,
pjxqzxbj982,,,,
pjxqzxbj983,,,,
pjxqzxbj995,,,,
pjxqzxbj997,,,,
pjxrqxbj891,,,,
pjxrqxbj914,,,,
pjxrqxbj916,,,,
pjxrqxbj919,,,,
pjxrqxbj945,,,,
pjxrqxbj947,,,,
pjxrqxbj973,,,,
pjxrqxbj981,,,,
pjxrqxbj988,,,,
pjxrqxbj992,,,,
pjxsqxbj751,,,,
pjxsqxbj752,,,,
pjxsqxbj758,,,,
pjxsqxbj760,,,,
pjxsqxbj764,,,,
pjxsqxbj765,,,,
pjxsqxbj768,,,,
pjxsqxbj771,,,,
pjxsqxbj772,,,,
pjxsqxbj774,,,,
pjxsqxbj777,,,,
pjxsqxbj779,,,,
pjxsqxbj784,,,,
pjxsqxbj786,,,,
pjxsqxbj788,,,,
pjxsqxbj789,,,,
pjxsqxbj790,,,,
pjxsqxbj792,,,,
pjxsqxbj796,,,,
pjxsqxbj801,,,,
pjxsqxbj809,,,,
pjxsqxbj812,,,,
pjxsqxbj815,,,,
pjxsqxbj816,,,,
pjxsqxbj820,,,,
pjxsqxbj821,,,,
pjxsqxbj823,,,,
pjxsqxbj824,,,,
pjxsqxbj825,,,,
pjxsqxbj826,,,,
pjxsqxbj827,,,,
pjxsqxbj829,,,,
pjxsqxbj831,,,,
pjxsqxbj834,,,,
pjxsqxbj840,,,,
pjxsqxbj843,,,,
pjxsqxbj844,,,,
pjxsqxbj849,,,,
pjxsqxbj851,,,,
pjxsqxbj856,,,,
pjxsqxbj857,,,,
pjxsqxbj859,,,,
pjxsqxbj862,,,,
pjxsqxbj863,,,,
pjxsqxbj871,,,,
pjxsqxbj873,,,,
pjxsqxbj874,,,,
pjxsqxbj876,,,,
pjxsqxbj880,,,,
pjxsqxbj881,,,,
pjxsqxbj885,,,,
pjxsqxbj886,,,,
pjxsqxbj887,,,,
pjxsqxbj892,,,,
pjxsqxbj893,,,,
pjxsqxbj897,,,,
pjxsqxbj899,,,,
pjxsqxbj904,,,,
pjxsqxbj905,,,,
pjxsqxbj906,,,,
pjxsqxbj908,,,,
pjxsqxbj909,,,,
pjxsqxbj920,,,,
pjxsqxbj922,,,,
pjxsqxbj929,,,,
pjxsqxbj938,,,,
pjxsqxbj939,,,,
pjxsqxbj941,,,,
pjxsqxbj942,,,,
pjxsqxbj944,,,,
pjxsqxbj946,,,,
pjxsqxbj949,,,,
pjxsqxbj954,,,,
pjxsqxbj962,,,,
pjxsqxbj966,,,,
pjxsqxbj968,,,,
pjxsqxbj970,,,,
pjxsqxbj976,,,,
pjxsqxbj981,,,,
pjxsqxbj982,,,,
pjxsqxbj983,,,,
pjxsqxbj984,,,,
pjxsqxbj985,,,,
pjxsqxbj989,,,,
pjxsqxbj995,,,,
pjxsqxbj996,,,,
pjxsqxbj997,,,,
pjxsqxbj998,,,,
pjxtztbj985,,,,
pjxtztbj986,,,,
pjxtztbj987,,,,
pjxtztbj989,,,,
pjxtztbj990,,,,
pjxtztbj997,,,,
pjxtztbj998,,,,
pjxtzxbj997,,,,
pjxtzxfj978,,,,
pjxtzxfj980,,,,
pjxtzxfj981,,,,
pjxtzxfj982,,,,
pjxtzxfj983,,,,
pjxtzxfj986,,,,
pjxtzxfj994,,,,
pjxuqwbj443,,,,
pjxuqwbj446,,,,
pjxuqwbj449,,,,
pjxuqwbj454,,,,
pjxuqwbj460,,,,
pjxuqwbj461,,,,
pjxuqwbj468,,,,
pjxuqwbj470,,,,
pjxuqwbj472,,,,
pjxuqwbj473,,,,
pjxuqwbj476,,,,
pjxuqwbj477,,,,
pjxuqwbj478,,,,
pjxuqwbj479,,,,
pjxuqwbj483,,,,
pjxuqwbj485,,,,
pjxuqwbj488,,,,
pjxuqwbj489,,,,
pjxuqwbj491,,,,
pjxuqwbj492,,,,
pjxuqwbj495,,,,
pjxuqwbj498,,,,
pjxuqwbj503,,,,
pjxuqwbj505,,,,
pjxuqwbj507,,,,
pjxuqwbj508,,,,
pjxuqwbj512,,,,
pjxuqwbj515,,,,
pjxuqwbj516,,,,
pjxuqwbj517,,,,
pjxuqwbj525,,,,
pjxuqwbj526,,,,
pjxuqwbj527,,,,
pjxuqwbj529,,,,
pjxuqwbj535,,,,
pjxuqwbj536,,,,
pjxuqwbj537,,,,
pjxuqwbj539,,,,
pjxuqwbj540,,,,
pjxuqwbj545,,,,
pjxuqwbj546,,,,
pjxuqwbj551,,,,
pjxuqwbj558,,,,
pjxuqwbj559,,,,
pjxuqwbj562,,,,
pjxuqwbj564,,,,
pjxuqwbj565,,,,
pjxuqwbj566,,,,
pjxuqwbj568,,,,
pjxuqwbj571,,,,
pjxuqwbj573,,,,
pjxuqwbj574,,,,
pjxuqwbj580,,,,
pjxuqwbj584,,,,
pjxuqwbj588,,,,
pjxuqwbj589,,,,
pjxuqwbj593,,,,
pjxuqwbj594,,,,
pjxuqwbj605,,,,
pjxuqwbj608,,,,
pjxuqwbj609,,,,
pjxuqwbj610,,,,
pjxuqwbj618,,,,
pjxuqwbj619,,,,
pjxuqwbj621,,,,
pjxuqwbj622,,,,
pjxuqwbj632,,,,
pjxuqwbj634,,,,
pjxuqwbj637,,,,
pjxuqwbj639,,,,
pjxuqwbj643,,,,
pjxuqwbj644,,,,
pjxuqwbj647,,,,
pjxuqwbj648,,,,
pjxuqwbj650,,,,
pjxuqwbj654,,,,
pjxuqwbj655,,,,
pjxuqwbj658,,,,
pjxuqwbj659,,,,
pjxuqwbj661,,,,
pjxuqwbj663,,,,
pjxuqwbj665,,,,
pjxuqwbj673,,,,
pjxuqwbj674,,,,
pjxuqwbj676,,,,
pjxuqwbj677,,,,
pjxuqwbj678,,,,
pjxuqwbj679,,,,
pjxuqwbj686,,,,
pjxuqwbj687,,,,
pjxuqwbj692,,,,
pjxuqwbj695,,,,
pjxuqwbj698,,,,
pjxuqwbj699,,,,
pjxuqwbj701,,,,
pjxuqwbj705,,,,
pjxuqwbj708,,,,
pjxuqwbj711,,,,
pjxuqwbj712,,,,
pjxuqwbj713,,,,
pjxuqwbj715,,,,
pjxuqwbj717,,,,
pjxuqwbj719,,,,
pjxuqwbj721,,,,
pjxuqwbj723,,,,
pjxuqwbj724,,,,
pjxuqwbj726,,,,
pjxuqwbj731,,,,
pjxuqwbj733,,,,
pjxuqwbj734,,,,
pjxuqwbj735,,,,
pjxuqwbj739,,,,
pjxuqwbj745,,,,
pjxuqwbj755,,,,
pjxuqwbj757,,,,
pjxuqwbj763,,,,
pjxuqwbj766,,,,
pjxuqwbj767,,,,
pjxuqwbj772,,,,
pjxuqwbj781,,,,
pjxuqwbj784,,,,
pjxuqwbj785,,,,
pjxuqwbj788,,,,
pjxuqwbj796,,,,
pjxuqwbj797,,,,
pjxuqwbj799,,,,
pjxuqwbj803,,,,
pjxuqwbj804,,,,
pjxuqwbj805,,,,
pjxuqwbj806,,,,
pjxuqwbj811,,,,
pjxuqwbj826,,,,
pjxuqwbj838,,,,
pjxuqwbj839,,,,
pjxuqwbj845,,,,
pjxuqwbj848,,,,
pjxuqwbj850,,,,
pjxuqwbj853,,,,
pjxuqwbj854,,,,
pjxuqwbj858,,,,
pjxuqwbj870,,,,
pjxuqwbj871,,,,
pjxuqwbj873,,,,
pjxuqwbj877,,,,
pjxuqwbj878,,,,
pjxuqwbj883,,,,
pjxuqwbj892,,,,
pjxuqwbj894,,,,
pjxuqwbj898,,,,
pjxuqwbj903,,,,
pjxuqwbj905,,,,
pjxuqwbj906,,,,
pjxuqwbj914,,,,
pjxuqwbj916,,,,
pjxuqwbj917,,,,
pjxuqwbj918,,,,
pjxuqwbj927,,,,
pjxuqwbj928,,,,
pjxuqwbj930,,,,
pjxuqwbj937,,,,
pjxuqwbj950,,,,
pjxuqwbj952,,,,
pjxuqwbj953,,,,
pjxuqwbj954,,,,
pjxuqwbj955,,,,
pjxuqwbj956,,,,
pjxuqwbj958,,,,
pjxuqwbj962,,,,
pjxuqwbj974,,,,
pjxuqwbj986,,,,
pjxuqwbj988,,,,
pjxuqwbj992,,,,
pjxuqwbj993,,,,
pjxuqwbj994,,,,
pjxuzsfj977,,,,
pjxuzsfj978,,,,
pjxuzsfj980,,,,
pjxuzsfj981,,,,
pjxuzsfj983,,,,
pjxuzsfj984,,,,
pjxuzsfj988,,,,
pjxuzsfj995,,,,
pjxuzvbj996,,,,
pjxuzxbj984,,,,
pjxuzxbj987,,,,
pjxvzrfj975,,,,
pjxvzrfj978,,,,
pjxvzrfj981,,,,
pjxvzrfj997,,,,
pjxvztfj974,,,,
pjxvztfj976,,,,
pjxvztfj977,,,,
pjxvztfj980,,,,
pjxvztfj985,,,,
pjxvztfj990,,,,
pjxvztfj991,,,,
pjxvztfj992,,,,
pjxvztfj994,,,,
pjxvzxbj989,,,,
pjxvzxbj996,,,,
pjxvzxbj997,,,,
pjxvzxfj970,,,,
pjxvzxfj972,,,,
pjxvzxfj980,,,,
pjxvzxfj982,,,,
pjxvzxfj987,,,,
pjxvzxfj988,,,,
pjxvzxfj998,,,,
pjxwxxbj899,,,,
pjxwxxbj905,,,,
pjxwxxbj907,,,,
pjxwxxbj908,,,,
pjxwxxbj910,,,,
pjxwxxbj913,,,,
pjxwxxbj914,,,,
pjxwxxbj915,,,,
pjxwxxbj916,,,,
pjxwxxbj918,,,,
pjxwxxbj924,,,,
pjxwxxbj927,,,,
pjxwxxbj930,,,,
pjxwxxbj934,,,,
pjxwxxbj938,,,,
pjxwxxbj940,,,,
pjxwxxbj943,,,,
pjxwxxbj944,,,,
pjxwxxbj949,,,,
pjxwxxbj951,,,,
pjxwxxbj953,,,,
pjxwxxbj960,,,,
pjxwxxbj963,,,,
pjxwxxbj964,,,,
pjxwxxbj967,,,,
pjxwxxbj970,,,,
pjxwxxbj972,,,,
pjxwxxbj983,,,,
pjxwxxbj992,,,,
pjxwxxbj995,,,,
pjxwzxbj985,,,,
pjxwzxbj987,,,,
pjxwzxbj988,,,,
pjxwzxbj989,,,,
pjxwzxbj990,,,,
pjxwzxbj993,,,,
pjxwzxbj996,,,,
pjxwzxbj998,,,,
pjxwzxfj975,,,,
pjxwzxfj977,,,,
pjxwzxfj981,,,,
pjxwzxfj983,,,,
pjxwzxfj984,,,,
pjxwzxfj987,,,,
pjxwzxfj991,,,,
pjxwzxfj992,,,,
pjxwzxfj993,,,,
pjxwzxfj994,,,,
pjxwzxkj985,,,,
pjxwzxkj989,,,,
pjxwzxkj991,,,,
pjxwzxkj992,,,,
pjxwzxkj993,,,,
pjxwzxkj996,,,,
pjxwzxkj998,,,,
pjxxxxbj901,,,,
pjxxxxbj904,,,,
pjxxxxbj907,,,,
pjxxxxbj908,,,,
pjxxxxbj911,,,,
pjxxxxbj912,,,,
pjxxxxbj913,,,,
pjxxxxbj914,,,,
pjxxxxbj915,,,,
pjxxxxbj916,,,,
pjxxxxbj917,,,,
pjxxxxbj921,,,,
pjxxxxbj923,,,,
pjxxxxbj930,,,,
pjxxxxbj932,,,,
pjxxxxbj933,,,,
pjxxxxbj937,,,,
pjxxxxbj941,,,,
pjxxxxbj943,,,,
pjxxxxbj944,,,,
pjxxxxbj945,,,,
pjxxxxbj953,,,,
pjxxxxbj958,,,,
pjxxxxbj963,,,,
pjxxxxbj966,,,,
pjxxxxbj968,,,,
pjxxxxbj970,,,,
pjxxxxbj975,,,,
pjxxxxbj981,,,,
pjxxxxbj986,,,,
pjxxxxbj987,,,,
pjxxxxbj989,,,,
pjxxxxbj995,,,,
pjxxxxbj997,,,,
pjxxztbj994,,,,
pjxxztbj995,,,,
pjxxztfj972,,,,
pjxxztfj975,,,,
pjxxztfj982,,,,
pjxxztfj986,,,,
pjxxztfj988,,,,
pjxxztfj991,,,,
pjxxztfj992,,,,
pjxxztfj995,,,,
pjxxztfj997,,,,
pjxxzxbj995,,,,
pjxxzxkj978,,,,
pjxxzxkj979,,,,
pjxxzxkj981,,,,
pjxxzxkj983,,,,
pjxxzxkj987,,,,
pjxxzxkj990,,,,
pjxxzxkj991,,,,
pjxxzxkj995,,,,
pjxxzxkj997,,,,
pjxyqwbj001,,,,
pjxyqwbj002,,,,
pjxyqwbj003,,,,
pjxyqwbj006,,,,
pjxyqwbj007,,,,
pjxyqwbj013,,,,
pjxyqwbj016,,,,
pjxyqwbj018,,,,
pjxyqwbj020,,,,
pjxyqwbj022,,,,
pjxyqwbj023,,,,
pjxyqwbj027,,,,
pjxyqwbj031,,,,
pjxyqwbj033,,,,
pjxyqwbj034,,,,
pjxyqwbj035,,,,
pjxyqwbj036,,,,
pjxyqwbj038,,,,
pjxyqwbj041,,,,
pjxyqwbj043,,,,
pjxyqwbj044,,,,
pjxyqwbj046,,,,
pjxyqwbj047,,,,
pjxyqwbj049,,,,
pjxyqwbj050,,,,
pjxyqwbj052,,,,
pjxyqwbj053,,,,
pjxyqwbj054,,,,
pjxyqwbj058,,,,
pjxyqwbj059,,,,
pjxyqwbj061,,,,
pjxyqwbj062,,,,
pjxyqwbj069,,,,
pjxyqwbj072,,,,
pjxyqwbj078,,,,
pjxyqwbj080,,,,
pjxyqwbj082,,,,
pjxyqwbj084,,,,
pjxyqwbj085,,,,
pjxyqwbj087,,,,
pjxyqwbj089,,,,
pjxyqwbj090,,,,
pjxyqwbj092,,,,
pjxyqwbj095,,,,
pjxyqwbj098,,,,
pjxyqwbj101,,,,
pjxyqwbj104,,,,
pjxyqwbj108,,,,
pjxyqwbj109,,,,
pjxyqwbj112,,,,
pjxyqwbj117,,,,
pjxyqwbj122,,,,
pjxyqwbj125,,,,
pjxyqwbj126,,,,
pjxyqwbj129,,,,
pjxyqwbj130,,,,
pjxyqwbj133,,,,
pjxyqwbj139,,,,
pjxyqwbj149,,,,
pjxyqwbj150,,,,
pjxyqwbj153,,,,
pjxyqwbj154,,,,
pjxyqwbj155,,,,
pjxyqwbj156,,,,
pjxyqwbj159,,,,
pjxyqwbj163,,,,
pjxyqwbj164,,,,
pjxyqwbj169,,,,
pjxyqwbj171,,,,
pjxyqwbj172,,,,
pjxyqwbj181,,,,
pjxyqwbj185,,,,
pjxyqwbj190,,,,
pjxyqwbj191,,,,
pjxyqwbj192,,,,
pjxyqwbj193,,,,
pjxyqwbj197,,,,
pjxyqwbj201,,,,
pjxyqwbj203,,,,
pjxyqwbj205,,,,
pjxyqwbj207,,,,
pjxyqwbj209,,,,
pjxyqwbj216,,,,
pjxyqwbj223,,,,
pjxyqwbj224,,,,
pjxyqwbj225,,,,
pjxyqwbj232,,,,
pjxyqwbj236,,,,
pjxyqwbj242,,,,
pjxyqwbj243,,,,
pjxyqwbj245,,,,
pjxyqwbj251,,,,
pjxyqwbj252,,,,
pjxyqwbj253,,,,
pjxyqwbj261,,,,
pjxyqwbj262,,,,
pjxyqwbj266,,,,
pjxyqwbj267,,,,
pjxyqwbj269,,,,
pjxyqwbj272,,,,
pjxyqwbj274,,,,
pjxyqwbj276,,,,
pjxyqwbj277,,,,
pjxyqwbj278,,,,
pjxyqwbj283,,,,
pjxyqwbj285,,,,
pjxyqwbj293,,,,
pjxyqwbj299,,,,
pjxyqwbj300,,,,
pjxyqwbj305,,,,
pjxyqwbj307,,,,
pjxyqwbj309,,,,
pjxyqwbj312,,,,
pjxyqwbj315,,,,
pjxyqwbj316,,,,
pjxyqwbj321,,,,
pjxyqwbj322,,,,
pjxyqwbj325,,,,
pjxyqwbj326,,,,
pjxyqwbj327,,,,
pjxyqwbj328,,,,
pjxyqwbj331,,,,
pjxyqwbj334,,,,
pjxyqwbj336,,,,
pjxyqwbj338,,,,
pjxyqwbj339,,,,
pjxyqwbj341,,,,
pjxyqwbj344,,,,
pjxyqwbj347,,,,
pjxyqwbj348,,,,
pjxyqwbj351,,,,
pjxyqwbj356,,,,
pjxyqwbj360,,,,
pjxyqwbj361,,,,
pjxyqwbj362,,,,
pjxyqwbj368,,,,
pjxyqwbj369,,,,
pjxyqwbj375,,,,
pjxyqwbj379,,,,
pjxyqwbj384,,,,
pjxyqwbj385,,,,
pjxyqwbj388,,,,
pjxyqwbj391,,,,
pjxyqwbj393,,,,
pjxyqwbj394,,,,
pjxyqwbj396,,,,
pjxyqwbj400,,,,
pjxyqwbj401,,,,
pjxyqwbj402,,,,
pjxyqwbj403,,,,
pjxyqwbj407,,,,
pjxyqwbj408,,,,
pjxyqwbj409,,,,
pjxyqwbj412,,,,
pjxyqwbj417,,,,
pjxyqwbj421,,,,
pjxyqwbj422,,,,
pjxyqwbj425,,,,
pjxyqwbj428,,,,
pjxyqwbj430,,,,
pjxyqwbj431,,,,
pjxyqwbj444,,,,
pjxyqwbj445,,,,
pjxyqwbj453,,,,
pjxyqwbj454,,,,
pjxyqwbj455,,,,
pjxyqwbj459,,,,
pjxyqwbj461,,,,
pjxyqwbj463,,,,
pjxyqwbj464,,,,
pjxyqwbj468,,,,
pjxyqwbj469,,,,
pjxyqwbj472,,,,
pjxyqwbj478,,,,
pjxyqwbj486,,,,
pjxyqwbj487,,,,
pjxyqwbj488,,,,
pjxyqwbj500,,,,
pjxyqwbj506,,,,
pjxyqwbj508,,,,
pjxyqwbj509,,,,
pjxyqwbj522,,,,
pjxyqwbj523,,,,
pjxyqwbj525,,,,
pjxyqwbj527,,,,
pjxyqwbj530,,,,
pjxyqwbj531,,,,
pjxyqwbj532,,,,
pjxyqwbj540,,,,
pjxyqwbj542,,,,
pjxyqwbj548,,,,
pjxyqwbj552,,,,
pjxyqwbj554,,,,
pjxyqwbj555,,,,
pjxyqwbj560,,,,
pjxyqwbj563,,,,
pjxyqwbj566,,,,
pjxyqwbj569,,,,
pjxyqwbj570,,,,
pjxyqwbj574,,,,
pjxyqwbj577,,,,
pjxyqwbj582,,,,
pjxyqwbj584,,,,
pjxyqwbj590,,,,
pjxyqwbj592,,,,
pjxyqwbj594,,,,
pjxyqwbj602,,,,
pjxyqwbj604,,,,
pjxyqwbj605,,,,
pjxyqwbj608,,,,
pjxyqwbj611,,,,
pjxyqwbj613,,,,
pjxyqwbj616,,,,
pjxyqwbj621,,,,
pjxyqwbj622,,,,
pjxyqwbj627,,,,
pjxyqwbj630,,,,
pjxyqwbj631,,,,
pjxyqwbj634,,,,
pjxyqwbj636,,,,
pjxyqwbj640,,,,
pjxyqwbj648,,,,
pjxyqwbj656,,,,
pjxyqwbj658,,,,
pjxyqwbj659,,,,
pjxyqwbj662,,,,
pjxyqwbj663,,,,
pjxyqwbj664,,,,
pjxyqwbj665,,,,
pjxyqwbj671,,,,
pjxyqwbj673,,,,
pjxyqwbj674,,,,
pjxyqwbj678,,,,
pjxyqwbj685,,,,
pjxyqwbj688,,,,
pjxyqwbj691,,,,
pjxyqwbj692,,,,
pjxyqwbj695,,,,
pjxyqwbj698,,,,
pjxyqwbj699,,,,
pjxyqwbj709,,,,
pjxyqwbj710,,,,
pjxyqwbj718,,,,
pjxyqwbj726,,,,
pjxyqwbj733,,,,
pjxyqwbj737,,,,
pjxyqwbj739,,,,
pjxyqwbj741,,,,
pjxyqwbj748,,,,
pjxyqwbj755,,,,
pjxyqwbj758,,,,
pjxyqwbj769,,,,
pjxyqwbj772,,,,
pjxyqwbj775,,,,
pjxyqwbj777,,,,
pjxyqwbj780,,,,
pjxyqwbj782,,,,
pjxyqwbj787,,,,
pjxyqwbj789,,,,
pjxyqwbj790,,,,
pjxyqwbj791,,,,
pjxyqwbj793,,,,
pjxyqwbj796,,,,
pjxyqwbj797,,,,
pjxyqwbj799,,,,
pjxyqwbj802,,,,
pjxyqwbj803,,,,
pjxyqwbj807,,,,
pjxyqwbj808,,,,
pjxyqwbj809,,,,
pjxyqwbj811,,,,
pjxyqwbj820,,,,
pjxyqwbj821,,,,
pjxyqwbj822,,,,
pjxyqwbj825,,,,
pjxyqwbj830,,,,
pjxyqwbj833,,,,
pjxyqwbj836,,,,
pjxyqwbj837,,,,
pjxyqwbj838,,,,
pjxyqwbj839,,,,
pjxyqwbj841,,,,
pjxyqwbj842,,,,
pjxyqwbj847,,,,
pjxyqwbj850,,,,
pjxyqwbj852,,,,
pjxyqwbj853,,,,
pjxyqwbj856,,,,
pjxyqwbj857,,,,
pjxyqwbj864,,,,
pjxyqwbj865,,,,
pjxyqwbj867,,,,
pjxyqwbj869,,,,
pjxyqwbj871,,,,
pjxyqwbj876,,,,
pjxyqwbj877,,,,
pjxyqwbj883,,,,
pjxyqwbj885,,,,
pjxyqwbj886,,,,
pjxyqwbj889,,,,
pjxyqwbj890,,,,
pjxyqwbj895,,,,
pjxyqwbj896,,,,
pjxyqwbj897,,,,
pjxyqwbj902,,,,
pjxyqwbj903,,,,
pjxyqwbj904,,,,
pjxyqwbj905,,,,
pjxyqwbj907,,,,
pjxyqwbj910,,,,
pjxyqwbj912,,,,
pjxyqwbj914,,,,
pjxyqwbj917,,,,
pjxyqwbj923,,,,
pjxyqwbj924,,,,
pjxyqwbj925,,,,
pjxyqwbj926,,,,
pjxyqwbj927,,,,
pjxyqwbj928,,,,
pjxyqwbj929,,,,
