experiment_name,feature_mode,feature_count,auc,f1,recall,precision
core_only,core_only,7,0.6065835730265261,0.5344694035631293,0.6353591160220995,0.4612299465240642
core_plus_behavior,core_plus_behavior,14,0.5956575583253435,0.5763000852514919,0.6224677716390423,0.5365079365079365
core_plus_behavior_plus_temporal,core_plus_behavior_plus_temporal,22,0.5848014541387024,0.5431309904153354,0.6261510128913443,0.4795486600846262
core_plus_behavior_plus_temporal_plus_interaction,core_plus_behavior_plus_temporal_plus_interaction,26,0.6031979066794504,0.5759336099585062,0.6390423572744015,0.5241691842900302
