request_id,feature_group,model_name,threshold_strategy,threshold,auc,f1,recall,precision,coverage,robustness_score,selected_as_primary,selected_as_challenger,selected_as_fallback
study_agent_llm_fusion_request,attendance_task_dominant,XGBoost,best_f1,0.2,0.5318665147825196,0.48585618656877566,0.9982253771073647,0.3210616438356164,0.10943312007141795,0.545773906196013,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,XGBoost,recall_priority,0.2,0.5318665147825196,0.48585618656877566,0.9982253771073647,0.3210616438356164,0.10943312007141795,0.545773906196013,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,XGBoost,best_f1,0.2,0.5189117305247395,0.4864745986364636,0.9813664596273292,0.32339181286549706,0.16569006712936624,0.5432266339841079,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,XGBoost,recall_priority,0.2,0.5189117305247395,0.4864745986364636,0.9813664596273292,0.32339181286549706,0.16569006712936624,0.5432266339841079,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,RandomForest,best_f1,0.1,0.5126166105148449,0.4865684575389948,0.9964507542147294,0.3218687302952135,0.16569006712936624,0.5426846318385247,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,RandomForest,recall_priority,0.1,0.5126166105148449,0.4865684575389948,0.9964507542147294,0.3218687302952135,0.16569006712936624,0.5426846318385247,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,LogisticRegression,best_f1,0.1,0.5225285739170549,0.4854619857850528,1.0,0.32053469852104666,0.10943312007141795,0.5417197660053323,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,LogisticRegression,recall_priority,0.1,0.5225285739170549,0.4854619857850528,1.0,0.32053469852104666,0.10943312007141795,0.5417197660053323,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LogisticRegression,best_f1,0.4,0.5133572128689502,0.48722466960352423,0.9813664596273292,0.32405508350424844,0.16569006712936624,0.5409521223291208,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LogisticRegression,recall_priority,0.4,0.5133572128689502,0.48722466960352423,0.9813664596273292,0.32405508350424844,0.16569006712936624,0.5409521223291208,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,RandomForest,best_f1,0.35,0.522201171221396,0.4860990443092963,0.9929015084294588,0.32182916307161347,0.10943312007141795,0.5406987786139777,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,RandomForest,recall_priority,0.35,0.522201171221396,0.4860990443092963,0.9929015084294588,0.32182916307161347,0.10943312007141795,0.5406987786139777,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LightGBM,best_f1,0.1,0.5069315403377578,0.4863577306193157,0.9964507542147294,0.32168433113720996,0.16569006712936624,0.5400631321829318,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LightGBM,recall_priority,0.1,0.5069315403377578,0.4863577306193157,0.9964507542147294,0.32168433113720996,0.16569006712936624,0.5400631321829318,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LogisticRegression,default_0_5,0.5,0.5133572128689502,0.48616236162361626,0.935226264418811,0.328451230913057,0.16569006712936624,0.5337124006538707,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,RandomForest,default_0_5,0.5,0.5126166105148449,0.47867752755150933,0.8864241348713399,0.3278634722678044,0.16569006712936624,0.5238133599407705,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,LightGBM,default_0_5,0.5,0.5069315403377578,0.47719635141622657,0.8819875776397516,0.32708127673576837,0.16569006712936624,0.5201452419357583,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,LightGBM,default_0_5,0.5,0.5330422303050472,0.21074380165289255,0.13575865128660158,0.4707692307692308,0.10943312007141795,0.334399253833271,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,LogisticRegression,default_0_5,0.5,0.5225285739170549,0.20684931506849316,0.13398402839396628,0.45345345345345345,0.10943312007141795,0.3282335690494594,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,RandomForest,default_0_5,0.5,0.522201171221396,0.2024623803009576,0.1313220940550133,0.4417910447761194,0.10943312007141795,0.3263708672553093,False,False,False
study_agent_llm_fusion_request,attendance_task_dominant,XGBoost,default_0_5,0.5,0.5318665147825196,0.06947890818858561,0.037267080745341616,0.5121951219512195,0.10943312007141795,0.2767169782276525,False,False,False
study_agent_llm_fusion_request,online_activity_dominant,XGBoost,default_0_5,0.5,0.5189117305247395,0.0,0.0,0.0,0.16569006712936624,0.25007928544906943,False,False,False
