sid,term_id,avg_score,avg_gpa,fail_flag,learning_score,learning_score_rank
pjxyqwbk527,2022-2023-T1,87.25,3.7416666666666667,0,36.83002466998847,3184
pjxyqwbk529,2022-2023-T1,90.0,3.7857142857142856,0,36.79527792718554,3235
pjxyqwbk531,2022-2023-T1,85.66666666666667,3.6666666666666665,0,36.04418141605496,4802
pjxyqwbk534,2022-2023-T1,88.875,3.7875,0,34.755834318696394,8049
pjxyqwbk536,2022-2023-T1,66.81818181818181,2.7181818181818183,1,26.831417010843055,16604
pjxyqwbk537,2022-2023-T1,90.4,3.8699999999999997,0,37.44612691374443,2469
pjxyqwbk538,2022-2023-T1,86.66666666666667,3.733333333333333,0,36.57151066799932,3660
pjxyqwbk540,2022-2023-T1,79.36363636363636,2.963636363636364,1,32.91736976537392,11475
pjxyqwbk541,2022-2023-T1,78.23529411764706,3.2941176470588234,1,33.53496400821621,10512
pjxyqwbk542,2022-2023-T1,81.85714285714286,3.4285714285714284,0,33.13750917980695,11138
pjxyqwbk543,2022-2023-T1,88.63636363636364,3.772727272727273,0,36.832860947818034,3178
pjxyqwbk544,2022-2023-T1,87.81818181818181,3.7363636363636363,0,36.497110726281825,3795
pjxyqwbk547,2022-2023-T1,78.41666666666667,3.025,1,30.84364317998968,13820
pjxyqwbk548,2022-2023-T1,83.0909090909091,3.6090909090909093,0,35.243539035729135,6841
pjxyqwbk549,2022-2023-T1,62.888888888888886,2.3444444444444446,1,25.657051355123514,17666
pjxyqwbk551,2022-2023-T1,69.6875,2.85,1,30.013113579640926,14516
pjxyqwbk559,2022-2023-T1,89.5,3.766666666666667,0,36.329899818713756,4174
pjxyqwbk562,2022-2023-T1,86.85714285714286,3.742857142857143,0,35.36554265847474,6543
pjxyqwbk572,2022-2023-T1,85.0909090909091,3.5727272727272723,0,34.85679643783218,7798
pjxyqwbk575,2022-2023-T1,88.875,3.775,0,36.98280279797479,2950
pjxyqwbk577,2022-2023-T1,86.0,3.7181818181818183,0,36.2600673606386,4319
pjxyqwbk578,2022-2023-T1,82.8,3.35,1,32.96650063185085,11409
pjxyqwbk581,2022-2023-T1,139.28571428571428,3.8000000000000003,0,45.69381976210024,171
pjxyqwbk583,2022-2023-T1,70.4,2.38,1,27.72380880805847,16024
pjxyqwbk584,2022-2023-T1,66.14285714285714,2.435714285714286,1,28.26542914281361,15701
pjxyqwbk585,2022-2023-T1,88.0,3.7399999999999998,0,35.78479000214555,5454
pjxyqwbk592,2022-2023-T1,120.375,3.0142857142857147,1,38.77760825508079,1875
pjxyqwbk594,2022-2023-T1,90.72727272727273,3.8454545454545452,0,36.79458031946489,3236
pjxyqwbk595,2022-2023-T1,88.2,3.7399999999999998,0,36.95785975870977,2998
pjxyqwbk601,2022-2023-T1,72.44444444444444,3.088888888888889,1,29.891221749692342,14625
pjxyqwbk603,2022-2023-T1,86.0,3.7199999999999998,0,36.48326312772806,3820
pjxyqwbk604,2022-2023-T1,87.8,3.7600000000000002,0,36.01648355081472,4864
pjxyqwbk605,2022-2023-T1,68.85714285714286,2.835714285714286,1,29.754335205816563,14724
pjxyqwbk607,2022-2023-T1,90.83333333333333,3.8666666666666667,0,35.730746318958595,5602
pjxyqwbk608,2022-2023-T1,87.25,3.7375,0,36.45302120472876,3881
pjxyqwbk615,2022-2023-T1,75.33333333333333,3.1444444444444444,1,31.390032649203945,13273
pjxyqwbk617,2022-2023-T1,85.15384615384616,3.646153846153846,0,35.75582703134711,5524
pjxyqwbk618,2022-2023-T1,89.4,3.79,0,37.39274229459977,2524
pjxyqwbk620,2022-2023-T1,78.8,3.0133333333333336,1,32.88795025877455,11527
pjxyqwbk621,2022-2023-T1,85.625,3.6125,0,34.53021220304998,8557
pjxyqwbk622,2022-2023-T1,80.81818181818181,3.3909090909090907,0,33.69291683096375,10215
pjxyqwbk623,2022-2023-T1,50.473684210526315,2.0105263157894737,1,22.853247832243976,19173
pjxyqwbk624,2022-2023-T1,71.0,2.5,1,26.47179898677011,16916
pjxyqwbk631,2022-2023-T1,77.92857142857143,3.3214285714285716,1,33.67528966054826,10255
pjxyqwbk632,2022-2023-T1,77.57142857142857,3.142857142857143,0,31.355383665991567,13306
pjxyqwbk636,2022-2023-T1,87.125,3.725,0,35.349639330644294,6587
pjxyqwbk638,2022-2023-T1,55.166666666666664,2.1666666666666665,1,23.943090132283494,18840
pjxyqwbk642,2022-2023-T1,91.11111111111111,3.8333333333333335,0,36.98618672652794,2942
pjxyqwbk644,2022-2023-T1,88.25,3.775,0,35.59465345665701,5920
pjxyqwbk646,2022-2023-T1,89.33333333333333,3.788888888888889,0,36.40676714225876,3986
pjxyqwbk647,2022-2023-T1,90.66666666666667,3.8333333333333335,0,36.8796085165079,3098
pjxyqwbk650,2022-2023-T1,87.9090909090909,3.7363636363636363,0,36.84883561226193,3154
pjxyqwbk652,2022-2023-T1,28.714285714285715,0.8571428571428571,1,11.488787992891284,19891
pjxyqwbk653,2022-2023-T1,86.66666666666667,3.716666666666667,0,35.86100874071932,5263
pjxyqwbk656,2022-2023-T1,78.6,3.37,1,33.424889081066304,10700
pjxyqwbk661,2022-2023-T1,70.63636363636364,2.8545454545454545,1,29.700457799633757,14766
pjxyqwbk662,2022-2023-T1,85.66666666666667,3.65,0,35.63517971017598,5835
pjxyqwbk664,2022-2023-T1,86.9,3.72,0,36.40933683385385,3974
pjxyqwbk665,2022-2023-T1,73.55555555555556,3.111111111111111,1,30.79215625773128,13858
pjxyqwbk666,2022-2023-T1,88.0,3.6833333333333336,0,35.60069866798171,5905
pjxyqwbk668,2022-2023-T1,69.23076923076923,2.8153846153846156,1,29.24492709971449,15108
pjxyqwbk671,2022-2023-T1,77.46153846153847,2.9692307692307693,1,31.909647755760446,12757
pjxyqwbk673,2022-2023-T1,89.0,3.766666666666667,0,36.31592998347362,4211
pjxyqwbk675,2022-2023-T1,78.44444444444444,3.0777777777777775,1,32.0626824817399,12586
pjxyqwbk678,2022-2023-T1,84.625,3.5124999999999997,0,34.82335062486875,7890
pjxyqwbk679,2022-2023-T1,73.91666666666667,3.0083333333333333,1,31.225718407441477,13429
pjxyqwbk686,2022-2023-T1,53.5,1.85,1,20.986213063629933,19465
