sid,term_id,cluster
pjxxxxbj914,2021-2022-T1,2
pjxxxxbj915,2021-2022-T1,1
pjxxxxbj916,2021-2022-T1,2
pjxxxxbj917,2021-2022-T1,3
pjxxxxbj921,2021-2022-T1,2
pjxxxxbj922,2021-2022-T1,1
pjxxxxbj923,2021-2022-T1,1
pjxxxxbj930,2021-2022-T1,2
pjxxxxbj932,2021-2022-T1,2
pjxxxxbj933,2021-2022-T1,2
pjxxxxbj937,2021-2022-T1,1
pjxxxxbj941,2021-2022-T1,1
pjxxxxbj942,2021-2022-T1,2
pjxxxxbj943,2021-2022-T1,1
pjxxxxbj944,2021-2022-T1,2
pjxxxxbj945,2021-2022-T1,1
pjxxxxbj953,2021-2022-T1,2
pjxxxxbj955,2021-2022-T1,2
pjxxxxbj957,2021-2022-T1,2
pjxxxxbj958,2021-2022-T1,1
pjxxxxbj963,2021-2022-T1,2
pjxxxxbj966,2021-2022-T1,1
pjxxxxbj968,2021-2022-T1,1
pjxxxxbj970,2021-2022-T1,2
pjxxxxbj975,2021-2022-T1,1
pjxxxxbj980,2021-2022-T1,2
pjxxxxbj981,2021-2022-T1,2
pjxxxxbj986,2021-2022-T1,2
pjxxxxbj987,2021-2022-T1,3
pjxxxxbj988,2021-2022-T1,1
pjxxxxbj989,2021-2022-T1,1
pjxxxxbj995,2021-2022-T1,2
pjxxxxbj997,2021-2022-T1,2
pjxxztbj990,2021-2022-T1,1
pjxxztbj994,2021-2022-T1,1
pjxxztbj995,2021-2022-T1,1
pjxxztbj998,2021-2022-T1,1
pjxxztfj972,2021-2022-T1,2
pjxxztfj975,2021-2022-T1,2
pjxxztfj982,2021-2022-T1,2
pjxxztfj986,2021-2022-T1,2
pjxxztfj988,2021-2022-T1,2
pjxxztfj991,2021-2022-T1,2
pjxxztfj992,2021-2022-T1,2
pjxxztfj995,2021-2022-T1,2
pjxxztfj997,2021-2022-T1,2
pjxxzxbj995,2021-2022-T1,1
pjxxzxbj998,2021-2022-T1,1
pjxxzxkj978,2021-2022-T1,3
pjxxzxkj979,2021-2022-T1,1
pjxxzxkj981,2021-2022-T1,3
pjxxzxkj983,2021-2022-T1,3
pjxxzxkj987,2021-2022-T1,1
pjxxzxkj990,2021-2022-T1,3
pjxxzxkj991,2021-2022-T1,3
pjxxzxkj995,2021-2022-T1,3
pjxxzxkj997,2021-2022-T1,3
pjxxzxkj998,2021-2022-T1,3
pjxyqwbj001,2021-2022-T1,1
pjxyqwbj002,2021-2022-T1,1
pjxyqwbj003,2021-2022-T1,1
pjxyqwbj004,2021-2022-T1,3
pjxyqwbj006,2021-2022-T1,1
pjxyqwbj007,2021-2022-T1,1
pjxyqwbj013,2021-2022-T1,3
pjxyqwbj015,2021-2022-T1,1
pjxyqwbj016,2021-2022-T1,3
pjxyqwbj018,2021-2022-T1,1
pjxyqwbj020,2021-2022-T1,3
pjxyqwbj022,2021-2022-T1,1
pjxyqwbj023,2021-2022-T1,1
pjxyqwbj027,2021-2022-T1,3
pjxyqwbj031,2021-2022-T1,3
pjxyqwbj033,2021-2022-T1,1
pjxyqwbj034,2021-2022-T1,1
pjxyqwbj035,2021-2022-T1,1
pjxyqwbj036,2021-2022-T1,1
pjxyqwbj038,2021-2022-T1,1
pjxyqwbj041,2021-2022-T1,1
pjxyqwbj043,2021-2022-T1,1
pjxyqwbj044,2021-2022-T1,1
pjxyqwbj046,2021-2022-T1,1
pjxyqwbj047,2021-2022-T1,1
pjxyqwbj049,2021-2022-T1,1
pjxyqwbj050,2021-2022-T1,1
pjxyqwbj052,2021-2022-T1,3
pjxyqwbj053,2021-2022-T1,1
pjxyqwbj054,2021-2022-T1,1
pjxyqwbj058,2021-2022-T1,3
pjxyqwbj059,2021-2022-T1,1
pjxyqwbj061,2021-2022-T1,3
pjxyqwbj062,2021-2022-T1,3
pjxyqwbj069,2021-2022-T1,1
pjxyqwbj072,2021-2022-T1,1
pjxyqwbj073,2021-2022-T1,1
pjxyqwbj077,2021-2022-T1,1
pjxyqwbj078,2021-2022-T1,1
pjxyqwbj080,2021-2022-T1,3
pjxyqwbj082,2021-2022-T1,1
pjxyqwbj084,2021-2022-T1,1
pjxyqwbj085,2021-2022-T1,3
pjxyqwbj086,2021-2022-T1,1
pjxyqwbj087,2021-2022-T1,1
pjxyqwbj088,2021-2022-T1,1
pjxyqwbj089,2021-2022-T1,1
pjxyqwbj090,2021-2022-T1,3
pjxyqwbj092,2021-2022-T1,3
pjxyqwbj095,2021-2022-T1,1
pjxyqwbj098,2021-2022-T1,1
pjxyqwbj100,2021-2022-T1,1
pjxyqwbj101,2021-2022-T1,1
pjxyqwbj104,2021-2022-T1,1
pjxyqwbj108,2021-2022-T1,1
pjxyqwbj109,2021-2022-T1,1
pjxyqwbj112,2021-2022-T1,3
pjxyqwbj116,2021-2022-T1,1
pjxyqwbj117,2021-2022-T1,1
pjxyqwbj122,2021-2022-T1,1
pjxyqwbj125,2021-2022-T1,1
pjxyqwbj126,2021-2022-T1,1
pjxyqwbj129,2021-2022-T1,1
pjxyqwbj130,2021-2022-T1,1
pjxyqwbj133,2021-2022-T1,1
pjxyqwbj139,2021-2022-T1,1
pjxyqwbj146,2021-2022-T1,1
pjxyqwbj149,2021-2022-T1,1
pjxyqwbj150,2021-2022-T1,1
pjxyqwbj153,2021-2022-T1,1
pjxyqwbj154,2021-2022-T1,3
pjxyqwbj155,2021-2022-T1,1
pjxyqwbj156,2021-2022-T1,1
pjxyqwbj158,2021-2022-T1,3
pjxyqwbj159,2021-2022-T1,3
pjxyqwbj163,2021-2022-T1,1
pjxyqwbj164,2021-2022-T1,1
pjxyqwbj166,2021-2022-T1,1
pjxyqwbj169,2021-2022-T1,1
pjxyqwbj171,2021-2022-T1,1
pjxyqwbj172,2021-2022-T1,1
pjxyqwbj174,2021-2022-T1,1
pjxyqwbj181,2021-2022-T1,1
pjxyqwbj185,2021-2022-T1,1
pjxyqwbj188,2021-2022-T1,1
pjxyqwbj190,2021-2022-T1,1
pjxyqwbj191,2021-2022-T1,1
pjxyqwbj192,2021-2022-T1,1
pjxyqwbj193,2021-2022-T1,3
pjxyqwbj197,2021-2022-T1,3
pjxyqwbj201,2021-2022-T1,3
pjxyqwbj203,2021-2022-T1,1
pjxyqwbj205,2021-2022-T1,1
pjxyqwbj207,2021-2022-T1,1
pjxyqwbj209,2021-2022-T1,1
pjxyqwbj216,2021-2022-T1,1
pjxyqwbj219,2021-2022-T1,1
pjxyqwbj221,2021-2022-T1,1
pjxyqwbj223,2021-2022-T1,1
pjxyqwbj224,2021-2022-T1,3
pjxyqwbj225,2021-2022-T1,1
pjxyqwbj232,2021-2022-T1,1
pjxyqwbj236,2021-2022-T1,1
pjxyqwbj237,2021-2022-T1,1
pjxyqwbj242,2021-2022-T1,3
pjxyqwbj243,2021-2022-T1,3
pjxyqwbj245,2021-2022-T1,3
pjxyqwbj248,2021-2022-T1,3
pjxyqwbj249,2021-2022-T1,1
pjxyqwbj251,2021-2022-T1,3
pjxyqwbj252,2021-2022-T1,1
pjxyqwbj253,2021-2022-T1,1
pjxyqwbj255,2021-2022-T1,1
pjxyqwbj261,2021-2022-T1,3
pjxyqwbj262,2021-2022-T1,3
pjxyqwbj266,2021-2022-T1,1
pjxyqwbj267,2021-2022-T1,3
pjxyqwbj269,2021-2022-T1,1
pjxyqwbj272,2021-2022-T1,1
pjxyqwbj274,2021-2022-T1,1
pjxyqwbj276,2021-2022-T1,1
pjxyqwbj277,2021-2022-T1,1
pjxyqwbj278,2021-2022-T1,1
pjxyqwbj279,2021-2022-T1,1
pjxyqwbj282,2021-2022-T1,1
pjxyqwbj283,2021-2022-T1,1
pjxyqwbj285,2021-2022-T1,1
pjxyqwbj288,2021-2022-T1,1
pjxyqwbj293,2021-2022-T1,3
pjxyqwbj299,2021-2022-T1,1
pjxyqwbj300,2021-2022-T1,1
pjxyqwbj301,2021-2022-T1,1
pjxyqwbj302,2021-2022-T1,1
pjxyqwbj305,2021-2022-T1,1
pjxyqwbj307,2021-2022-T1,3
pjxyqwbj309,2021-2022-T1,1
pjxyqwbj311,2021-2022-T1,3
pjxyqwbj312,2021-2022-T1,1
pjxyqwbj315,2021-2022-T1,1
pjxyqwbj316,2021-2022-T1,1
pjxyqwbj318,2021-2022-T1,1
pjxyqwbj321,2021-2022-T1,1
pjxyqwbj322,2021-2022-T1,1
pjxyqwbj325,2021-2022-T1,1
pjxyqwbj326,2021-2022-T1,1
pjxyqwbj327,2021-2022-T1,1
pjxyqwbj328,2021-2022-T1,1
pjxyqwbj331,2021-2022-T1,3
pjxyqwbj333,2021-2022-T1,1
pjxyqwbj334,2021-2022-T1,1
pjxyqwbj336,2021-2022-T1,1
pjxyqwbj338,2021-2022-T1,1
pjxyqwbj339,2021-2022-T1,1
pjxyqwbj340,2021-2022-T1,1
pjxyqwbj341,2021-2022-T1,3
pjxyqwbj344,2021-2022-T1,1
pjxyqwbj347,2021-2022-T1,1
pjxyqwbj348,2021-2022-T1,1
pjxyqwbj351,2021-2022-T1,1
pjxyqwbj356,2021-2022-T1,3
pjxyqwbj358,2021-2022-T1,1
pjxyqwbj360,2021-2022-T1,1
pjxyqwbj361,2021-2022-T1,1
pjxyqwbj362,2021-2022-T1,1
pjxyqwbj366,2021-2022-T1,1
pjxyqwbj367,2021-2022-T1,1
pjxyqwbj368,2021-2022-T1,1
pjxyqwbj369,2021-2022-T1,1
pjxyqwbj375,2021-2022-T1,1
pjxyqwbj379,2021-2022-T1,1
pjxyqwbj380,2021-2022-T1,1
pjxyqwbj384,2021-2022-T1,1
pjxyqwbj385,2021-2022-T1,1
pjxyqwbj388,2021-2022-T1,1
pjxyqwbj391,2021-2022-T1,1
pjxyqwbj393,2021-2022-T1,1
pjxyqwbj394,2021-2022-T1,3
pjxyqwbj395,2021-2022-T1,1
pjxyqwbj396,2021-2022-T1,1
pjxyqwbj397,2021-2022-T1,1
pjxyqwbj398,2021-2022-T1,1
pjxyqwbj400,2021-2022-T1,1
pjxyqwbj401,2021-2022-T1,1
pjxyqwbj402,2021-2022-T1,1
pjxyqwbj403,2021-2022-T1,3
pjxyqwbj407,2021-2022-T1,1
pjxyqwbj408,2021-2022-T1,1
pjxyqwbj409,2021-2022-T1,1
pjxyqwbj410,2021-2022-T1,1
pjxyqwbj412,2021-2022-T1,1
pjxyqwbj417,2021-2022-T1,1
pjxyqwbj418,2021-2022-T1,3
pjxyqwbj421,2021-2022-T1,1
pjxyqwbj422,2021-2022-T1,3
pjxyqwbj425,2021-2022-T1,1
pjxyqwbj428,2021-2022-T1,1
pjxyqwbj430,2021-2022-T1,1
pjxyqwbj431,2021-2022-T1,1
pjxyqwbj433,2021-2022-T1,1
pjxyqwbj435,2021-2022-T1,1
pjxyqwbj437,2021-2022-T1,1
pjxyqwbj441,2021-2022-T1,3
pjxyqwbj444,2021-2022-T1,3
pjxyqwbj445,2021-2022-T1,1
pjxyqwbj452,2021-2022-T1,1
pjxyqwbj453,2021-2022-T1,1
pjxyqwbj454,2021-2022-T1,1
pjxyqwbj455,2021-2022-T1,1
pjxyqwbj456,2021-2022-T1,3
pjxyqwbj459,2021-2022-T1,1
pjxyqwbj461,2021-2022-T1,1
pjxyqwbj463,2021-2022-T1,3
pjxyqwbj464,2021-2022-T1,1
pjxyqwbj468,2021-2022-T1,3
pjxyqwbj469,2021-2022-T1,3
pjxyqwbj472,2021-2022-T1,3
pjxyqwbj476,2021-2022-T1,1
pjxyqwbj478,2021-2022-T1,1
pjxyqwbj479,2021-2022-T1,1
pjxyqwbj485,2021-2022-T1,1
pjxyqwbj486,2021-2022-T1,1
pjxyqwbj487,2021-2022-T1,1
pjxyqwbj488,2021-2022-T1,3
pjxyqwbj492,2021-2022-T1,1
pjxyqwbj497,2021-2022-T1,1
pjxyqwbj500,2021-2022-T1,1
pjxyqwbj506,2021-2022-T1,1
pjxyqwbj508,2021-2022-T1,1
pjxyqwbj509,2021-2022-T1,3
pjxyqwbj515,2021-2022-T1,3
pjxyqwbj518,2021-2022-T1,3
pjxyqwbj522,2021-2022-T1,1
pjxyqwbj523,2021-2022-T1,1
pjxyqwbj524,2021-2022-T1,1
pjxyqwbj525,2021-2022-T1,1
pjxyqwbj527,2021-2022-T1,1
pjxyqwbj530,2021-2022-T1,1
pjxyqwbj531,2021-2022-T1,1
pjxyqwbj532,2021-2022-T1,1
pjxyqwbj534,2021-2022-T1,1
pjxyqwbj535,2021-2022-T1,1
pjxyqwbj538,2021-2022-T1,3
pjxyqwbj540,2021-2022-T1,1
pjxyqwbj542,2021-2022-T1,1
pjxyqwbj548,2021-2022-T1,1
pjxyqwbj552,2021-2022-T1,1
pjxyqwbj554,2021-2022-T1,1
pjxyqwbj555,2021-2022-T1,3
pjxyqwbj557,2021-2022-T1,3
pjxyqwbj560,2021-2022-T1,1
pjxyqwbj563,2021-2022-T1,1
pjxyqwbj564,2021-2022-T1,1
pjxyqwbj566,2021-2022-T1,1
pjxyqwbj569,2021-2022-T1,3
pjxyqwbj570,2021-2022-T1,1
pjxyqwbj574,2021-2022-T1,1
pjxyqwbj577,2021-2022-T1,3
pjxyqwbj579,2021-2022-T1,1
pjxyqwbj582,2021-2022-T1,1
pjxyqwbj584,2021-2022-T1,1
pjxyqwbj585,2021-2022-T1,1
pjxyqwbj588,2021-2022-T1,1
pjxyqwbj589,2021-2022-T1,1
pjxyqwbj590,2021-2022-T1,1
pjxyqwbj591,2021-2022-T1,1
pjxyqwbj592,2021-2022-T1,1
pjxyqwbj594,2021-2022-T1,1
pjxyqwbj598,2021-2022-T1,3
pjxyqwbj602,2021-2022-T1,1
pjxyqwbj604,2021-2022-T1,3
pjxyqwbj605,2021-2022-T1,1
pjxyqwbj608,2021-2022-T1,1
pjxyqwbj611,2021-2022-T1,1
pjxyqwbj613,2021-2022-T1,1
pjxyqwbj615,2021-2022-T1,1
pjxyqwbj616,2021-2022-T1,1
pjxyqwbj617,2021-2022-T1,1
pjxyqwbj621,2021-2022-T1,1
pjxyqwbj622,2021-2022-T1,1
pjxyqwbj624,2021-2022-T1,1
pjxyqwbj625,2021-2022-T1,1
pjxyqwbj627,2021-2022-T1,1
pjxyqwbj628,2021-2022-T1,3
pjxyqwbj630,2021-2022-T1,1
pjxyqwbj631,2021-2022-T1,1
pjxyqwbj632,2021-2022-T1,1
pjxyqwbj634,2021-2022-T1,1
pjxyqwbj636,2021-2022-T1,1
pjxyqwbj640,2021-2022-T1,3
pjxyqwbj642,2021-2022-T1,3
pjxyqwbj646,2021-2022-T1,1
pjxyqwbj648,2021-2022-T1,3
pjxyqwbj651,2021-2022-T1,3
pjxyqwbj656,2021-2022-T1,1
pjxyqwbj658,2021-2022-T1,3
pjxyqwbj659,2021-2022-T1,1
pjxyqwbj660,2021-2022-T1,1
pjxyqwbj662,2021-2022-T1,3
pjxyqwbj663,2021-2022-T1,1
pjxyqwbj664,2021-2022-T1,1
pjxyqwbj665,2021-2022-T1,1
pjxyqwbj669,2021-2022-T1,1
pjxyqwbj671,2021-2022-T1,1
pjxyqwbj673,2021-2022-T1,1
pjxyqwbj674,2021-2022-T1,1
pjxyqwbj677,2021-2022-T1,3
pjxyqwbj678,2021-2022-T1,1
pjxyqwbj685,2021-2022-T1,1
pjxyqwbj687,2021-2022-T1,1
pjxyqwbj688,2021-2022-T1,1
pjxyqwbj691,2021-2022-T1,1
pjxyqwbj692,2021-2022-T1,1
pjxyqwbj695,2021-2022-T1,3
pjxyqwbj697,2021-2022-T1,1
pjxyqwbj698,2021-2022-T1,3
pjxyqwbj699,2021-2022-T1,1
pjxyqwbj701,2021-2022-T1,1
pjxyqwbj706,2021-2022-T1,1
pjxyqwbj709,2021-2022-T1,3
pjxyqwbj710,2021-2022-T1,1
pjxyqwbj713,2021-2022-T1,1
pjxyqwbj718,2021-2022-T1,1
pjxyqwbj726,2021-2022-T1,1
pjxyqwbj727,2021-2022-T1,1
pjxyqwbj728,2021-2022-T1,3
pjxyqwbj732,2021-2022-T1,1
pjxyqwbj733,2021-2022-T1,1
pjxyqwbj734,2021-2022-T1,1
pjxyqwbj737,2021-2022-T1,3
pjxyqwbj739,2021-2022-T1,3
pjxyqwbj741,2021-2022-T1,3
pjxyqwbj742,2021-2022-T1,3
pjxyqwbj744,2021-2022-T1,1
pjxyqwbj748,2021-2022-T1,1
pjxyqwbj754,2021-2022-T1,1
pjxyqwbj755,2021-2022-T1,1
pjxyqwbj758,2021-2022-T1,1
pjxyqwbj760,2021-2022-T1,1
pjxyqwbj763,2021-2022-T1,1
pjxyqwbj764,2021-2022-T1,1
pjxyqwbj769,2021-2022-T1,1
pjxyqwbj772,2021-2022-T1,1
pjxyqwbj773,2021-2022-T1,1
pjxyqwbj775,2021-2022-T1,1
pjxyqwbj776,2021-2022-T1,1
pjxyqwbj777,2021-2022-T1,3
pjxyqwbj780,2021-2022-T1,1
pjxyqwbj782,2021-2022-T1,1
pjxyqwbj785,2021-2022-T1,1
pjxyqwbj787,2021-2022-T1,1
pjxyqwbj788,2021-2022-T1,3
pjxyqwbj789,2021-2022-T1,1
pjxyqwbj790,2021-2022-T1,1
pjxyqwbj791,2021-2022-T1,1
pjxyqwbj793,2021-2022-T1,1
pjxyqwbj796,2021-2022-T1,1
pjxyqwbj797,2021-2022-T1,1
pjxyqwbj799,2021-2022-T1,1
pjxyqwbj802,2021-2022-T1,1
pjxyqwbj803,2021-2022-T1,1
pjxyqwbj807,2021-2022-T1,3
pjxyqwbj808,2021-2022-T1,1
pjxyqwbj809,2021-2022-T1,1
pjxyqwbj811,2021-2022-T1,1
pjxyqwbj820,2021-2022-T1,3
pjxyqwbj821,2021-2022-T1,1
pjxyqwbj822,2021-2022-T1,1
pjxyqwbj825,2021-2022-T1,1
pjxyqwbj828,2021-2022-T1,3
pjxyqwbj830,2021-2022-T1,1
pjxyqwbj833,2021-2022-T1,3
pjxyqwbj834,2021-2022-T1,1
pjxyqwbj836,2021-2022-T1,3
pjxyqwbj837,2021-2022-T1,3
pjxyqwbj838,2021-2022-T1,1
pjxyqwbj839,2021-2022-T1,3
pjxyqwbj841,2021-2022-T1,3
pjxyqwbj842,2021-2022-T1,1
pjxyqwbj844,2021-2022-T1,3
pjxyqwbj847,2021-2022-T1,3
pjxyqwbj849,2021-2022-T1,1
pjxyqwbj850,2021-2022-T1,1
pjxyqwbj852,2021-2022-T1,1
pjxyqwbj853,2021-2022-T1,3
pjxyqwbj856,2021-2022-T1,1
pjxyqwbj857,2021-2022-T1,1
pjxyqwbj859,2021-2022-T1,3
pjxyqwbj864,2021-2022-T1,1
pjxyqwbj865,2021-2022-T1,1
pjxyqwbj867,2021-2022-T1,1
pjxyqwbj868,2021-2022-T1,1
pjxyqwbj869,2021-2022-T1,1
pjxyqwbj870,2021-2022-T1,3
pjxyqwbj871,2021-2022-T1,1
pjxyqwbj872,2021-2022-T1,1
pjxyqwbj873,2021-2022-T1,3
pjxyqwbj876,2021-2022-T1,1
pjxyqwbj877,2021-2022-T1,1
pjxyqwbj883,2021-2022-T1,1
pjxyqwbj884,2021-2022-T1,3
pjxyqwbj885,2021-2022-T1,1
pjxyqwbj886,2021-2022-T1,1
pjxyqwbj888,2021-2022-T1,1
pjxyqwbj889,2021-2022-T1,3
pjxyqwbj890,2021-2022-T1,1
pjxyqwbj895,2021-2022-T1,1
pjxyqwbj896,2021-2022-T1,1
pjxyqwbj897,2021-2022-T1,1
pjxyqwbj902,2021-2022-T1,3
pjxyqwbj903,2021-2022-T1,1
pjxyqwbj904,2021-2022-T1,1
pjxyqwbj905,2021-2022-T1,3
pjxyqwbj907,2021-2022-T1,1
pjxyqwbj910,2021-2022-T1,1
pjxyqwbj912,2021-2022-T1,3
pjxyqwbj913,2021-2022-T1,1
pjxyqwbj914,2021-2022-T1,1
pjxyqwbj917,2021-2022-T1,3
pjxyqwbj922,2021-2022-T1,3
pjxyqwbj923,2021-2022-T1,1
pjxyqwbj924,2021-2022-T1,1
pjxyqwbj925,2021-2022-T1,3
pjxyqwbj926,2021-2022-T1,1
pjxyqwbj927,2021-2022-T1,1
pjxyqwbj928,2021-2022-T1,1
pjxyqwbj929,2021-2022-T1,1
pjxyqwbj930,2021-2022-T1,1
pjxyqwbj932,2021-2022-T1,1
pjxyqwbj933,2021-2022-T1,1
pjxyqwbj935,2021-2022-T1,1
pjxyqwbj936,2021-2022-T1,1
pjxyqwbj937,2021-2022-T1,1
pjxyqwbj939,2021-2022-T1,3
pjxyqwbj940,2021-2022-T1,3
pjxyqwbj941,2021-2022-T1,3
pjxyqwbj944,2021-2022-T1,3
pjxyqwbj945,2021-2022-T1,1
pjxyqwbj946,2021-2022-T1,3
pjxyqwbj947,2021-2022-T1,1
pjxyqwbj949,2021-2022-T1,1
pjxyqwbj950,2021-2022-T1,1
pjxyqwbj955,2021-2022-T1,3
pjxyqwbj958,2021-2022-T1,3
pjxyqwbj961,2021-2022-T1,3
pjxyqwbj965,2021-2022-T1,1
pjxyqwbj966,2021-2022-T1,1
pjxyqwbj967,2021-2022-T1,1
pjxyqwbj971,2021-2022-T1,1
pjxyqwbj977,2021-2022-T1,1
pjxyqwbj979,2021-2022-T1,3
pjxyqwbj985,2021-2022-T1,1
pjxyqwbj986,2021-2022-T1,3
pjxyqwbj988,2021-2022-T1,1
pjxyqwbj989,2021-2022-T1,3
pjxyqwbj991,2021-2022-T1,1
pjxyqwbj993,2021-2022-T1,1
pjxyqwbj998,2021-2022-T1,1
pjxyqwbk504,2021-2022-T1,1
pjxyqwbk505,2021-2022-T1,1
pjxyqwbk509,2021-2022-T1,1
pjxyqwbk510,2021-2022-T1,1
pjxyqwbk511,2021-2022-T1,1
pjxyqwbk513,2021-2022-T1,1
pjxyqwbk514,2021-2022-T1,1
pjxyqwbk519,2021-2022-T1,3
pjxyqwbk520,2021-2022-T1,3
pjxyqwbk521,2021-2022-T1,1
pjxyqwbk523,2021-2022-T1,1
pjxyqwbk527,2021-2022-T1,1
pjxyqwbk529,2021-2022-T1,1
pjxyqwbk531,2021-2022-T1,1
pjxyqwbk534,2021-2022-T1,3
pjxyqwbk536,2021-2022-T1,1
pjxyqwbk537,2021-2022-T1,3
pjxyqwbk538,2021-2022-T1,1
pjxyqwbk540,2021-2022-T1,1
pjxyqwbk541,2021-2022-T1,1
pjxyqwbk542,2021-2022-T1,1
pjxyqwbk543,2021-2022-T1,1
pjxyqwbk544,2021-2022-T1,1
pjxyqwbk547,2021-2022-T1,1
pjxyqwbk548,2021-2022-T1,3
pjxyqwbk549,2021-2022-T1,1
pjxyqwbk551,2021-2022-T1,1
pjxyqwbk562,2021-2022-T1,3
pjxyqwbk572,2021-2022-T1,1
pjxyqwbk575,2021-2022-T1,1
pjxyqwbk577,2021-2022-T1,1
pjxyqwbk578,2021-2022-T1,1
pjxyqwbk581,2021-2022-T1,1
pjxyqwbk583,2021-2022-T1,1
pjxyqwbk584,2021-2022-T1,1
pjxyqwbk585,2021-2022-T1,1
pjxyqwbk592,2021-2022-T1,1
pjxyqwbk594,2021-2022-T1,3
pjxyqwbk595,2021-2022-T1,3
pjxyqwbk601,2021-2022-T1,1
pjxyqwbk603,2021-2022-T1,3
pjxyqwbk604,2021-2022-T1,1
pjxyqwbk605,2021-2022-T1,1
pjxyqwbk607,2021-2022-T1,3
pjxyqwbk608,2021-2022-T1,1
pjxyqwbk615,2021-2022-T1,1
pjxyqwbk617,2021-2022-T1,1
pjxyqwbk618,2021-2022-T1,1
pjxyqwbk620,2021-2022-T1,1
pjxyqwbk621,2021-2022-T1,1
pjxyqwbk622,2021-2022-T1,1
pjxyqwbk623,2021-2022-T1,1
pjxyqwbk624,2021-2022-T1,2
pjxyqwbk631,2021-2022-T1,1
pjxyqwbk632,2021-2022-T1,1
pjxyqwbk636,2021-2022-T1,1
pjxyqwbk638,2021-2022-T1,1
pjxyqwbk642,2021-2022-T1,1
pjxyqwbk644,2021-2022-T1,1
pjxyqwbk646,2021-2022-T1,1
pjxyqwbk647,2021-2022-T1,1
pjxyqwbk650,2021-2022-T1,3
pjxyqwbk652,2021-2022-T1,1
pjxyqwbk653,2021-2022-T1,1
pjxyqwbk656,2021-2022-T1,1
pjxyqwbk661,2021-2022-T1,1
pjxyqwbk662,2021-2022-T1,1
pjxyqwbk664,2021-2022-T1,1
pjxyqwbk665,2021-2022-T1,1
pjxyqwbk666,2021-2022-T1,1
pjxyqwbk668,2021-2022-T1,1
pjxyqwbk671,2021-2022-T1,1
pjxyqwbk673,2021-2022-T1,1
pjxyqwbk675,2021-2022-T1,1
pjxyqwbk678,2021-2022-T1,1
pjxyqwbk679,2021-2022-T1,1
pjxyqwbk686,2021-2022-T1,1
pjxyqwbk694,2021-2022-T1,1
pjxyqwbk697,2021-2022-T1,1
pjxyqwbk698,2021-2022-T1,1
pjxyqwbk700,2021-2022-T1,1
pjxyqwbk701,2021-2022-T1,1
pjxyqwbk706,2021-2022-T1,3
pjxyqwbk708,2021-2022-T1,3
pjxyqwbk710,2021-2022-T1,1
pjxyqwbk713,2021-2022-T1,1
pjxyqwbk716,2021-2022-T1,1
pjxyqwbk717,2021-2022-T1,1
pjxyqwbk720,2021-2022-T1,1
pjxyqwbk721,2021-2022-T1,1
pjxyqwbk724,2021-2022-T1,1
pjxyqwbk727,2021-2022-T1,1
pjxyqwbk728,2021-2022-T1,1
pjxyqwbk729,2021-2022-T1,1
pjxyqwbk731,2021-2022-T1,1
pjxyqwbk734,2021-2022-T1,1
pjxyqwbk735,2021-2022-T1,1
pjxyqwbk740,2021-2022-T1,1
pjxyqwbk741,2021-2022-T1,1
pjxyqwbk745,2021-2022-T1,3
pjxyqwbk746,2021-2022-T1,1
pjxyqwbk747,2021-2022-T1,1
pjxyqwbk749,2021-2022-T1,1
pjxyqwbk754,2021-2022-T1,1
pjxyqwbk755,2021-2022-T1,1
pjxyqwbk756,2021-2022-T1,1
pjxyqwbk760,2021-2022-T1,1
pjxyqwbk761,2021-2022-T1,1
pjxyqwbk762,2021-2022-T1,1
pjxyqwbk764,2021-2022-T1,1
pjxyqwbk767,2021-2022-T1,1
pjxyqwbk769,2021-2022-T1,1
pjxyqwbk770,2021-2022-T1,1
pjxyqwbk772,2021-2022-T1,1
pjxyqwbk775,2021-2022-T1,1
pjxyqwbk777,2021-2022-T1,2
pjxyqwbk779,2021-2022-T1,1
pjxyqwbk781,2021-2022-T1,1
pjxyqwbk782,2021-2022-T1,1
pjxyqwbk787,2021-2022-T1,1
pjxyqwbk788,2021-2022-T1,1
pjxyqwbk791,2021-2022-T1,1
pjxyqwbk792,2021-2022-T1,3
pjxyqwbk793,2021-2022-T1,3
pjxyqwbk795,2021-2022-T1,1
pjxyqwbk796,2021-2022-T1,1
pjxyqwbk799,2021-2022-T1,1
pjxyqwbk802,2021-2022-T1,1
pjxyqwbk804,2021-2022-T1,1
pjxyqwbk806,2021-2022-T1,1
pjxyqwbk807,2021-2022-T1,1
pjxyqwbk808,2021-2022-T1,1
pjxyqwbk810,2021-2022-T1,1
pjxyqwbk812,2021-2022-T1,1
pjxyqwbk813,2021-2022-T1,1
pjxyqwbk814,2021-2022-T1,1
pjxyqwbk815,2021-2022-T1,1
pjxyqwbk818,2021-2022-T1,1
pjxyqwbk824,2021-2022-T1,1
pjxyqwbk826,2021-2022-T1,1
pjxyqwbk828,2021-2022-T1,1
pjxyqwbk829,2021-2022-T1,1
pjxyqwbk830,2021-2022-T1,3
pjxyqwbk831,2021-2022-T1,3
pjxyqwbk834,2021-2022-T1,1
pjxyqwbk835,2021-2022-T1,1
pjxyqwbk838,2021-2022-T1,1
pjxyqwbk839,2021-2022-T1,3
pjxyqwbk844,2021-2022-T1,1
pjxyqwbk845,2021-2022-T1,1
pjxyqwbk855,2021-2022-T1,1
