model,params,best_val_threshold,val_f1,val_auc
RandomForest,"{""n_estimators"": 400, ""max_depth"": null, ""class_weight"": ""balanced""}",0.17000000000000004,0.6952380952380952,0.6990425186627719
RandomForest,"{""n_estimators"": 600, ""max_depth"": 16, ""class_weight"": ""balanced_subsample""}",0.14,0.6929824561403509,0.6934436871145733
