student_id,total_risk,risk_rank
pjxyqwbj023,0.3395,824
pjxyqxbk594,0.3395,825
pjxyqwbk746,0.3395,826
pjxyqxbk236,0.3394,827
pjxyqwbj479,0.3394,828
pjxyqxbj333,0.3393,829
pjxyqxbk182,0.3393,830
pjxyqwbj472,0.3393,831
pjxyqwbj236,0.3391,832
pjxqqxbj996,0.339,833
pjxuqwbj761,0.339,834
pjxxxxbj953,0.339,835
pjxyqwbj697,0.3389,836
pjxrqxbj944,0.3389,837
pjxyqwbk713,0.3389,838
pjxuqwbj879,0.3388,839
pjxyqxbj043,0.3388,840
pjxyqxbk751,0.3388,841
pjxyqxbj832,0.3387,842
pjxwzxkj989,0.3387,843
pjxyqxbj391,0.3386,844
pjxyqwbk665,0.3385,845
pjxyqwbk802,0.3385,846
pjxyqxbk131,0.3385,847
pjxyqwbj763,0.3385,848
pjxsqxbj994,0.3383,849
pjxyqwbj566,0.3383,850
pjxyqwbj872,0.3382,851
pjxyqwbj015,0.3382,852
pjxyqxbj024,0.3382,853
pjxyqxbk562,0.3382,854
pjxyqxbj159,0.3381,855
pjxyqwbj476,0.3381,856
pjwtqxbj993,0.3381,857
pjxyqwbj935,0.338,858
pjxyqxbk640,0.338,859
pjxyqxbj490,0.3378,860
pjxyqwbj615,0.3377,861
pjxqzxbj996,0.3377,862
pjxyqxbj683,0.3376,863
pjxyqwbj150,0.3376,864
pjxsqxbj908,0.3375,865
pjxwxxbj927,0.3374,866
pjxyqwbk745,0.3374,867
pjxyqxbk331,0.3374,868
pjxyqxbk477,0.3373,869
pjxyqwbj101,0.3372,870
pjxrqxbj911,0.3372,871
pjxyqxbj907,0.3371,872
pjxsqxbj779,0.3371,873
pjxyqxbk349,0.3369,874
pjxsqxbj982,0.3369,875
pjxyqwbj856,0.3368,876
pjxyqxbk878,0.3366,877
pjxyqwbj789,0.3363,878
pjxsqxbj825,0.3363,879
pjxuqwbj980,0.3363,880
pjxyqwbk779,0.3362,881
pjxyqxbk528,0.3362,882
pjxuqwbj694,0.3361,883
pjxuqwbj854,0.3361,884
pjxuzxbj987,0.3361,885
pjxxxxbj957,0.336,886
pjxyqxbj978,0.336,887
pjxyqwbk923,0.3359,888
pjxqqxbj979,0.3358,889
pjxuqwbj876,0.3358,890
pjwrqxbj955,0.3358,891
pjxyqwbj497,0.3357,892
pjxyqwbj889,0.3357,893
pjxyqxbj294,0.3356,894
pjxyqxbk765,0.3356,895
pjxyqxbk295,0.3355,896
pjxyqxbj305,0.3355,897
pjxuqwbj870,0.3354,898
pjxyqwbj808,0.3353,899
pjxyqwbk806,0.3351,900
pjxyqwbj328,0.335,901
pjxyqxbj225,0.335,902
pjxyqxbj052,0.3349,903
pjxyqxbj945,0.3349,904
pjxuqwbj498,0.3348,905
pjxyqwbj188,0.3348,906
pjxyqxbl930,0.3348,907
pjxyqwbj833,0.3347,908
pjxyqxbj864,0.3346,909
pjwrqxbj938,0.3346,910
pjxsqxbj821,0.3345,911
pjxyqxbl836,0.3345,912
pjxyqwbj837,0.3344,913
pjxyqwbj540,0.3343,914
pjxsqxbj949,0.3343,915
pjxyqwbk804,0.3342,916
pjxuqwbj491,0.3342,917
pjxyqxbj348,0.3342,918
pjxyqxbk527,0.3342,919
pjxyqxbk663,0.3342,920
pjxyqxbk661,0.3342,921
pjxxzxkj983,0.3341,922
pjxyqxbk872,0.3341,923
pjxyqwbj315,0.3341,924
pjxyqwbk772,0.3341,925
pjxyqwbj425,0.3341,926
pjxyqwbj777,0.334,927
pjxyqwbk793,0.334,928
pjxuqwbj622,0.3339,929
pjxyqwbj082,0.3339,930
pjxyqwbj394,0.3339,931
pjxyqxbk530,0.3338,932
pjxyqxbk843,0.3338,933
pjxyqxbj554,0.3337,934
pjxwxxbj938,0.3336,935
pjxyqxbk148,0.3336,936
pjxsqxbj886,0.3334,937
pjxyqxbl950,0.3334,938
pjxyqwbj169,0.3333,939
pjwrzxbj996,0.3331,940
pjxyqxbk364,0.3331,941
pjxqqxbj981,0.333,942
pjxyqwbj203,0.3329,943
pjxyqwbj961,0.3328,944
pjxyqwbj224,0.3327,945
pjxrqxbj983,0.3326,946
pjxyqxbj533,0.3326,947
pjxyqwbj050,0.3326,948
pjxyqxbj217,0.3326,949
pjwtqxbj921,0.3326,950
pjxyqwbj072,0.3326,951
pjxyqxbl758,0.3326,952
pjxyqxbk811,0.3326,953
pjxyqwbj636,0.3325,954
pjxpqxbj985,0.3325,955
pjxpqxbj956,0.3323,956
pjxyqxbk224,0.3323,957
pjxyqwbj591,0.3321,958
pjxuqwbj738,0.332,959
pjwrqxbj929,0.332,960
pjxyqwbk812,0.332,961
pjxyqxbj428,0.332,962
pjxxzxbj995,0.332,963
pjxyqxbk918,0.3319,964
pjxuqwbj857,0.3318,965
pjxyqwbj809,0.3318,966
pjwrqxbj926,0.3318,967
pjxyqwbj852,0.3317,968
pjxyqwbj949,0.3317,969
pjxyqxbj278,0.3317,970
pjxqzxbj997,0.3317,971
pjxyqxbk325,0.3316,972
pjxyqwbk578,0.3316,973
pjxyqxbl752,0.3315,974
pjxyqwbk814,0.3315,975
pjxyqwbj701,0.3313,976
pjxuqwbj918,0.3313,977
pjxuqwbj814,0.3312,978
pjxyqwbk717,0.3312,979
pjxsqxbj957,0.3312,980
pjxyqwbj049,0.3312,981
pjxuqwbj511,0.3312,982
pjxyqwbj207,0.3312,983
pjxuqwbj658,0.3312,984
pjxyqxbl891,0.3311,985
pjxyqxbk937,0.3311,986
pjxyqxbl982,0.331,987
pjxyqwbj769,0.331,988
pjxyqxbk820,0.3309,989
pjxyqxbj524,0.3309,990
pjxpqxbj916,0.3308,991
pjxrqxbj937,0.3308,992
pjxyqxbk066,0.3307,993
pjxyqxbk718,0.3306,994
pjxyqwbk601,0.3306,995
pjxyqxbl907,0.3306,996
pjxyqwbk647,0.3305,997
pjwtqxbj930,0.3305,998
pjxwxxbj951,0.3304,999
pjxyqwbj758,0.3304,1000
pjxyqxbk737,0.3304,1001
pjxyqwbk844,0.3304,1002
pjxuqwbj745,0.3304,1003
pjxuqwbj757,0.3303,1004
pjxtztbj997,0.3303,1005
pjxyqwbj613,0.3303,1006
pjxwzxbj997,0.3302,1007
pjxyqwbj348,0.3302,1008
pjxyqxbj038,0.3301,1009
pjxsqxbj808,0.3301,1010
pjwtqxbj950,0.33,1011
pjxyqxbk934,0.3299,1012
pjxyqwbk767,0.3298,1013
pjxpqxbj969,0.3297,1014
pjxyqxbk632,0.3297,1015
pjxyqxbl686,0.3296,1016
pjxyqxbk318,0.3294,1017
pjxyqxbj491,0.3293,1018
pjxyqxbk210,0.3292,1019
pjwtqxbj998,0.3291,1020
pjxwzxbj985,0.3291,1021
pjxyqwbj266,0.3291,1022
pjxyqxbj293,0.329,1023
pjxyqwbj932,0.329,1024
pjxuqwbj763,0.3289,1025
pjxyqxbj065,0.3288,1026
pjxyqxbl962,0.3288,1027
pjxyqxbk516,0.3288,1028
pjxyqxbj148,0.3288,1029
pjxyqxbk047,0.3287,1030
pjxxzxkj998,0.3286,1031
pjxyqwbj958,0.3286,1032
pjxyqwbj509,0.3285,1033
pjxyqxbl988,0.3285,1034
pjxyqwbj046,0.3285,1035
pjxyqwbk910,0.3284,1036
pjxyqwbj251,0.3283,1037
pjxyqwbk964,0.3282,1038
pjxyqwbj402,0.3282,1039
pjwtqxbj946,0.3282,1040
pjxyqwbj062,0.3282,1041
pjxrqxbj942,0.3281,1042
pjxyqxbk595,0.3281,1043
pjxyqxbj636,0.328,1044
pjxyqxbj629,0.328,1045
pjxyqxbj667,0.3279,1046
pjxyqwbk967,0.3276,1047
pjxyqwbj782,0.3276,1048
pjxyqwbj733,0.3275,1049
pjxyqwbj885,0.3275,1050
pjxyqxbj637,0.3274,1051
pjxyqxbj279,0.3274,1052
pjxsqxbj840,0.3274,1053
pjxyqxbk023,0.3273,1054
pjxyqwbj300,0.3273,1055
pjxyqxbk341,0.3273,1056
pjxuqwbj633,0.3273,1057
pjxyqxbk903,0.3273,1058
pjxyqxbj129,0.3272,1059
pjxyqwbj869,0.3272,1060
pjxyqxbj659,0.3271,1061
pjxyqwbj318,0.3271,1062
pjxyqwbj799,0.327,1063
pjxuqwbj786,0.327,1064
pjxyqxbj155,0.3269,1065
pjxyqwbk866,0.3269,1066
pjxyqxbk915,0.3269,1067
pjxsqxbj788,0.3269,1068
pjxyqwbj515,0.3268,1069
pjxsqxbj851,0.3268,1070
pjxyqwbk747,0.3267,1071
pjxpqxbj934,0.3267,1072
pjxwxxbj907,0.3266,1073
pjxyqxbk388,0.3266,1074
pjxyqwbj492,0.3266,1075
pjxyqxbk863,0.3266,1076
pjxyqxbj577,0.3266,1077
pjxyqxbl975,0.3266,1078
pjxqqxbj989,0.3266,1079
pjxyqxbk105,0.3265,1080
pjxyqxbk472,0.3265,1081
pjxyqwbk788,0.3264,1082
pjxyqwbk520,0.3264,1083
pjxrqxbj969,0.3264,1084
pjxyqwbj634,0.3264,1085
pjxyqxbk549,0.3263,1086
pjxyqxbj729,0.3263,1087
pjxyqxbj002,0.3262,1088
pjxsqxbj884,0.3262,1089
pjxxxxbj988,0.3261,1090
pjxyqwbj937,0.3261,1091
pjxyqxbk402,0.326,1092
pjxuqwbj648,0.326,1093
pjxwxxbj960,0.326,1094
pjxuqwbj812,0.326,1095
pjxyqxbk015,0.3259,1096
pjxyqwbj018,0.3259,1097
pjwrqxbj974,0.3258,1098
pjxyqxbl965,0.3257,1099
pjxyqxbk375,0.3257,1100
pjwtqxbj933,0.3257,1101
pjxyqwbk642,0.3257,1102
pjxpqxbj919,0.3256,1103
pjxyqwbj677,0.3256,1104
pjxyqwbj905,0.3256,1105
pjxsqxbj881,0.3256,1106
pjxwxxbj914,0.3256,1107
pjxyqxbl964,0.3255,1108
pjxyqwbk770,0.3255,1109
pjxrqxbj978,0.3254,1110
pjxyqxbj340,0.3253,1111
pjxyqwbj022,0.3253,1112
pjxyqxbl807,0.3253,1113
pjxyqwbj530,0.3251,1114
pjxyqwbk621,0.325,1115
pjxuqwbj858,0.325,1116
pjxuqwbj962,0.325,1117
pjxqzxbj980,0.3249,1118
pjxyqxbl743,0.3248,1119
pjxqqxbj970,0.3248,1120
pjxuqwbj958,0.3247,1121
pjxyqxbk601,0.3247,1122
pjxyqwbj322,0.3247,1123
pjxyqwbj569,0.3247,1124
pjxyqwbk729,0.3246,1125
pjxwxxbj993,0.3245,1126
pjxyqwbj527,0.3245,1127
pjxyqwbk595,0.3245,1128
pjxyqwbj611,0.3244,1129
pjxuqwbj873,0.3244,1130
pjxyqxbk880,0.3244,1131
pjxyqxbk276,0.3243,1132
pjxyqxbj628,0.3242,1133
pjxyqxbk643,0.3242,1134
pjxyqxbl704,0.3242,1135
pjwtqxbj984,0.3241,1136
pjxqqxbj998,0.3241,1137
pjxyqwbk708,0.324,1138
pjxyqxbj736,0.324,1139
pjxuzxbj997,0.3239,1140
pjxyqwbj648,0.3239,1141
pjxuqwbj826,0.3238,1142
pjwtqxbj929,0.3237,1143
pjxuqwbj774,0.3236,1144
pjxwzxkj993,0.3235,1145
pjxyqxbk469,0.3235,1146
pjxyqwbj966,0.3234,1147
pjxyqxbj144,0.3234,1148
pjxyqwbk675,0.3233,1149
pjxyqwbk549,0.3233,1150
pjxyqxbj105,0.3232,1151
pjxyqxbj088,0.3232,1152
pjwrqxbj949,0.3231,1153
pjxxxxbj917,0.3231,1154
pjxyqxbj559,0.3231,1155
pjxyqxbk481,0.3231,1156
pjxyqxbj645,0.3231,1157
pjxyqxbk899,0.323,1158
pjxyqxbk861,0.323,1159
pjxyqxbj691,0.3229,1160
pjxuqwbj712,0.3229,1161
pjxyqxbk828,0.3228,1162
pjxyqxbj703,0.3228,1163
pjxyqxbl806,0.3228,1164
pjxyqxbj355,0.3228,1165
pjwrqxbj994,0.3228,1166
pjxyqwbj850,0.3227,1167
pjxyqwbj302,0.3227,1168
pjxyqxbj269,0.3227,1169
pjxyqxbj317,0.3227,1170
pjxyqxbk943,0.3226,1171
pjxyqxbk446,0.3225,1172
pjxyqxbj638,0.3225,1173
pjxyqwbj922,0.3224,1174
pjxsqxbj965,0.3223,1175
pjxyqxbk121,0.3223,1176
pjxyqxbj586,0.3223,1177
pjxyqxbj098,0.3223,1178
pjxsqxbj790,0.3222,1179
pjxyqwbj379,0.3222,1180
pjxrqxbj952,0.3221,1181
pjxyqxbl874,0.3221,1182
pjxwzxkj996,0.3221,1183
pjxuqwbj838,0.322,1184
pjxyqxbl966,0.322,1185
pjwtqxbj918,0.322,1186
pjxyqxbj320,0.3218,1187
pjxyqxbk460,0.3217,1188
pjxyqxbj051,0.3216,1189
pjxuqwbj536,0.3216,1190
pjxrqxbj981,0.3215,1191
pjxyqwbj334,0.3215,1192
pjxyqwbj828,0.3215,1193
pjxyqxbj949,0.3215,1194
pjxyqwbk954,0.3214,1195
pjxyqxbj145,0.3214,1196
pjxyqxbk290,0.3213,1197
pjxyqwbk829,0.3212,1198
pjxyqxbk855,0.3211,1199
pjxqqxbj988,0.321,1200
pjxyqxbl736,0.3209,1201
pjxyqxbk683,0.3209,1202
pjxsqxbj966,0.3209,1203
pjxyqxbj255,0.3208,1204
pjxyqxbj520,0.3208,1205
pjxyqwbj977,0.3207,1206
pjxyqwbj375,0.3207,1207
pjxyqwbj441,0.3206,1208
pjxyqxbl826,0.3206,1209
pjxxxxbj995,0.3205,1210
pjxyqxbk889,0.3204,1211
pjxyqwbj508,0.3204,1212
pjxyqwbj940,0.3203,1213
pjxuqwbj621,0.3202,1214
pjxyqwbj400,0.3202,1215
pjxyqxbk556,0.3201,1216
pjxyqwbj687,0.32,1217
pjxyqwbj822,0.3199,1218
pjxyqxbj192,0.3199,1219
pjxyqxbl765,0.3198,1220
pjxyqxbk826,0.3198,1221
pjxyqwbj001,0.3198,1222
pjxyqxbj565,0.3198,1223
pjxyqwbj564,0.3198,1224
pjxyqxbj995,0.3197,1225
pjxuqwbj581,0.3197,1226
pjxyqxbj709,0.3197,1227
pjxyqwbj663,0.3197,1228
pjxpqxbj978,0.3196,1229
pjxyqxbj400,0.3196,1230
pjxyqxbj910,0.3196,1231
pjxyqxbj731,0.3196,1232
pjxxzxkj997,0.3195,1233
pjxyqxbl969,0.3194,1234
pjxyqxbk543,0.3194,1235
pjxsqxbj826,0.3193,1236
pjxyqwbj548,0.3193,1237
pjxsqxbj844,0.3193,1238
pjxyqxbk642,0.319,1239
pjxyqxbj039,0.319,1240
pjxyqxbj714,0.3189,1241
pjxyqxbl709,0.3189,1242
pjxyqxbk448,0.3189,1243
pjxyqwbj339,0.3189,1244
pjxyqxbj772,0.3188,1245
pjwtzxbj996,0.3188,1246
pjxyqxbk958,0.3187,1247
pjxyqxbk277,0.3187,1248
pjxyqwbj791,0.3187,1249
pjxyqwbj245,0.3186,1250
pjxyqwbj605,0.3186,1251
pjxuqwbj928,0.3184,1252
pjxyqxbl992,0.3183,1253
pjxyqxbk633,0.3182,1254
pjxyqxbk272,0.3182,1255
pjxuqwbj726,0.3182,1256
pjxyqxbj964,0.3182,1257
pjxyqwbj095,0.3182,1258
pjxyqxbj921,0.3182,1259
pjxyqxbk314,0.3182,1260
pjxyqwbj554,0.318,1261
pjxyqwbj164,0.318,1262
pjxuqwbj643,0.318,1263
pjxyqxbj784,0.3179,1264
pjxyqwbj242,0.3179,1265
pjxyqxbj969,0.3179,1266
pjxyqxbj789,0.3179,1267
pjxyqwbj926,0.3179,1268
pjxyqxbk706,0.3179,1269
pjxyqxbk346,0.3178,1270
pjxyqwbk644,0.3178,1271
pjxrqxbj901,0.3178,1272
pjxyqwbj604,0.3177,1273
pjxyqwbk638,0.3177,1274
pjxuqwbj691,0.3176,1275
pjxuqwbj641,0.3175,1276
pjxyqwbk943,0.3175,1277
pjwrqxbj983,0.3175,1278
pjxuqwbj967,0.3174,1279
pjxyqxbl854,0.3174,1280
pjxwzxbj986,0.3174,1281
pjxyqxbk902,0.3174,1282
pjxuqwbj853,0.3174,1283
pjxsqxbj969,0.3173,1284
pjwtqxbj947,0.3172,1285
pjxyqxbk908,0.3172,1286
pjxyqxbj828,0.3171,1287
pjxyqwbj092,0.3171,1288
pjxyqxbj682,0.3171,1289
pjxxxxbj966,0.317,1290
pjxsqxbj810,0.317,1291
pjxyqxbj120,0.317,1292
pjxyqwbk529,0.317,1293
pjxyqxbl774,0.3169,1294
pjxyqwbj844,0.3169,1295
pjxyqxbj885,0.3168,1296
pjxyqxbj282,0.3168,1297
pjxyqwbj277,0.3167,1298
pjxyqxbk159,0.3167,1299
pjxyqxbj694,0.3166,1300
pjxyqxbj918,0.3166,1301
pjxyqwbk879,0.3164,1302
pjwuzxbj995,0.3163,1303
pjxyqwbk813,0.3162,1304
pjxyqxbl904,0.3162,1305
pjxyqxbj770,0.3162,1306
pjxyqxbl678,0.3161,1307
pjxsqxbj786,0.3161,1308
pjxyqwbk584,0.316,1309
pjxyqwbk716,0.3158,1310
pjxyqxbl735,0.3158,1311
pjxuqwbj785,0.3156,1312
pjxyqxbj272,0.3155,1313
pjxyqxbj125,0.3154,1314
pjxyqxbk927,0.3154,1315
pjxyqxbj728,0.3153,1316
pjxuqwbj584,0.3153,1317
pjxyqwbk902,0.3153,1318
pjxyqwbk678,0.3152,1319
pjxyqwbk618,0.3152,1320
pjxyqwbj772,0.3151,1321
pjxyqwbj232,0.3151,1322
pjxyqxbk052,0.315,1323
pjxuqwbj638,0.3149,1324
pjxyqwbk527,0.3148,1325
pjxsqxbj863,0.3148,1326
pjxyqxbk167,0.3147,1327
pjxyqxbk138,0.3147,1328
pjxyqwbj678,0.3147,1329
pjxyqwbj727,0.3146,1330
pjxwxxbj940,0.3146,1331
pjxyqwbj052,0.3146,1332
pjxyqxbk715,0.3146,1333
pjxyqwbj989,0.3145,1334
pjxsqxbj984,0.3145,1335
pjxyqwbk592,0.3144,1336
pjxyqwbj013,0.3144,1337
pjxyqwbj384,0.3144,1338
pjxyqxbj511,0.3143,1339
pjxyqxbj060,0.3143,1340
pjxyqxbk080,0.3142,1341
pjxrqxbj958,0.3139,1342
pjxsqxbj809,0.3138,1343
pjxqqxbj951,0.3138,1344
pjxsqxbj765,0.3138,1345
pjxyqxbj525,0.3138,1346
pjxyqxbk068,0.3138,1347
pjxyqwbj871,0.3138,1348
pjxyqxbk457,0.3138,1349
pjxyqxbk373,0.3138,1350
pjxyqxbk335,0.3136,1351
pjxuqwbj527,0.3135,1352
pjxyqwbj361,0.3134,1353
pjxyqwbj388,0.3132,1354
pjwtqxbj920,0.3132,1355
pjxuqwbj848,0.3132,1356
pjxyqwbk581,0.3132,1357
pjxyqxbj897,0.3132,1358
pjxyqwbj776,0.3131,1359
pjxuqwbj618,0.313,1360
pjxxxxbj904,0.313,1361
pjxyqxbj807,0.3128,1362
pjxyqwbj163,0.3128,1363
pjxyqxbj034,0.3128,1364
pjxuqwbj721,0.3126,1365
pjxyqwbj252,0.3126,1366
pjxyqwbj453,0.3125,1367
pjxyqxbj953,0.3125,1368
pjxyqxbj242,0.3125,1369
pjxyqxbl985,0.3124,1370
pjxyqwbj873,0.3124,1371
pjxyqxbk531,0.3124,1372
pjxuqwbj748,0.3123,1373
pjxyqwbj574,0.3123,1374
pjxuqwbj600,0.3123,1375
pjwtqxbj944,0.3123,1376
pjxyqwbk907,0.3122,1377
pjxyqxbk506,0.3122,1378
pjxpqxbj925,0.3122,1379
pjxyqwbj582,0.312,1380
pjxyqxbj872,0.312,1381
pjxrqxbj961,0.312,1382
pjxyqxbk474,0.312,1383
pjwrqxbj988,0.312,1384
pjxyqxbj505,0.3119,1385
pjwrqxbj978,0.3118,1386
pjxpqxbj981,0.3118,1387
pjxuqwbj674,0.3117,1388
pjxyqxbk230,0.3117,1389
pjxuqwbj996,0.3116,1390
pjxyqxbj271,0.3114,1391
pjxwxxbj910,0.3114,1392
pjxuqwbj944,0.3114,1393
pjxqqxbj969,0.3114,1394
pjwrqxbj979,0.3114,1395
pjxyqxbj957,0.3114,1396
pjxrqxbj892,0.3113,1397
pjvyzxbj998,0.3113,1398
pjwtqxbj954,0.3113,1399
pjxyqxbk180,0.3112,1400
pjxyqwbj069,0.3112,1401
pjxyqxbk075,0.3111,1402
pjxyqxbk147,0.3111,1403
pjxyqxbk218,0.3111,1404
pjwtqxbj953,0.3111,1405
pjxyqxbl751,0.3111,1406
pjxyqxbj815,0.3111,1407
pjxuqwbj540,0.311,1408
pjxyqwbk694,0.311,1409
pjxyqxbj952,0.3109,1410
pjxyqwbk594,0.3108,1411
pjxyqxbl714,0.3108,1412
pjxuqwbj734,0.3107,1413
pjxyqxbk539,0.3107,1414
pjxsqxbj811,0.3106,1415
pjxyqxbj879,0.3106,1416
pjxuqwbj894,0.3105,1417
pjxyqxbk885,0.3104,1418
pjxsqxbj946,0.3104,1419
pjxyqxbk155,0.3104,1420
pjxyqxbj648,0.3104,1421
pjwtqxbj988,0.3103,1422
pjxyqxbk971,0.3103,1423
pjxyqxbl781,0.3103,1424
pjxyqxbk525,0.3102,1425
pjxyqxbj361,0.3102,1426
pjxyqxbk822,0.3101,1427
pjxyqwbj299,0.3101,1428
pjwrqxbj985,0.3101,1429
pjxsqxbj801,0.31,1430
pjxyqwbk791,0.31,1431
pjxyqxbk484,0.3099,1432
pjwrqxbj913,0.3099,1433
pjxyqxbj528,0.3099,1434
pjxyqxbj459,0.3099,1435
pjxyqwbj886,0.3098,1436
pjxuqwbj651,0.3098,1437
pjxyqwbj301,0.3097,1438
pjxyqxbj626,0.3096,1439
pjxuqwbj773,0.3096,1440
pjxyqxbj180,0.3095,1441
pjxyqxbj725,0.3094,1442
pjxsqxbj752,0.3094,1443
pjwrqxbj977,0.3093,1444
pjxyqxbk846,0.3093,1445
pjxuqwbj468,0.3093,1446
pjxyqxbj325,0.3093,1447
pjxyqwbj965,0.3092,1448
pjxuqwbj483,0.3092,1449
pjxyqxbj153,0.3092,1450
pjxyqxbj583,0.3091,1451
pjxyqwbj430,0.3091,1452
pjxyqxbj898,0.3091,1453
pjxyqwbj933,0.3091,1454
pjxyqxbj919,0.3091,1455
pjxyqxbj761,0.309,1456
pjxsqxbj882,0.3088,1457
pjxyqxbl688,0.3088,1458
pjxxzxkj995,0.3088,1459
pjxyqwbj883,0.3087,1460
pjxpqxbj954,0.3086,1461
pjxsqxbj954,0.3086,1462
pjxyqxbk021,0.3085,1463
pjxyqwbj396,0.3085,1464
pjxsqxbj834,0.3084,1465
pjxyqxbj670,0.3084,1466
pjxyqxbk697,0.3084,1467
pjxyqwbj398,0.3083,1468
pjxxxxbj912,0.3081,1469
pjxrqxbj894,0.308,1470
pjxyqxbk615,0.3079,1471
pjwtqxbj974,0.3079,1472
pjxyqwbj947,0.3079,1473
pjxyqxbj862,0.3077,1474
pjxyqxbj739,0.3077,1475
pjxuqwbj878,0.3077,1476
pjxsqxbj843,0.3076,1477
pjxyqxbj972,0.3076,1478
pjxuqwbj751,0.3076,1479
pjxyqxbj460,0.3075,1480
pjxsqxbj827,0.3075,1481
pjxyqwbk607,0.3075,1482
pjxyqwbj950,0.3075,1483
pjxuqwbj642,0.3074,1484
pjxyqwbk652,0.3074,1485
pjxyqxbj537,0.3072,1486
pjxsqxbj976,0.3071,1487
pjxuqwbj833,0.3071,1488
pjxyqxbl996,0.3071,1489
pjxuqwbj839,0.3071,1490
pjxuqwbj485,0.307,1491
pjxyqwbk650,0.307,1492
pjxqqxbj977,0.3069,1493
pjxyqxbj643,0.3069,1494
pjxuqwbj916,0.3069,1495
pjxqqxbj983,0.3066,1496
pjxyqxbk757,0.3065,1497
pjxyqxbj283,0.3064,1498
pjxuqwbj562,0.3064,1499
pjxyqwbk679,0.3064,1500
pjxyqxbl857,0.3063,1501
pjxsqxbj953,0.3063,1502
pjxyqxbl925,0.3062,1503
pjxxxxbj989,0.3062,1504
pjxyqxbk154,0.3062,1505
pjxqqxbj949,0.3062,1506
pjxuqwbj608,0.3062,1507
pjwrqxbj920,0.3061,1508
pjxyqwbj325,0.3061,1509
pjxuqwbj461,0.3059,1510
pjxuqwbj519,0.3058,1511
pjxuqwbj914,0.3058,1512
pjxyqxbl710,0.3057,1513
pjxpqxbj957,0.3057,1514
pjxyqxbk220,0.3056,1515
pjxyqwbk792,0.3056,1516
pjxyqwbk781,0.3055,1517
pjxyqxbl937,0.3054,1518
pjxyqwbj955,0.3053,1519
pjxyqxbl816,0.3052,1520
pjxyqwbj274,0.3052,1521
pjxyqwbj773,0.3051,1522
pjxyqxbk519,0.3051,1523
pjxyqwbk966,0.3051,1524
pjxyqxbk137,0.3051,1525
pjxyqxbk281,0.3049,1526
pjxrqxbj919,0.3048,1527
pjxuqwbj927,0.3048,1528
pjxyqwbj421,0.3048,1529
pjxyqxbj646,0.3047,1530
pjxyqxbj851,0.3047,1531
pjxyqxbk590,0.3045,1532
pjwrqxbj882,0.3045,1533
pjxyqxbj182,0.3045,1534
pjxrqxbj908,0.3045,1535
pjwrqxbj944,0.3044,1536
pjxyqxbj973,0.3044,1537
pjxyqxbk198,0.3043,1538
pjxrqxbj971,0.3043,1539
pjxyqwbj410,0.3043,1540
pjxyqwbk755,0.3043,1541
pjxyqxbj707,0.3043,1542
pjxsqxbj872,0.3042,1543
pjxyqxbj687,0.3042,1544
pjxyqxbk573,0.3042,1545
pjxuqwbj566,0.3041,1546
pjxyqwbj531,0.3041,1547
pjxyqwbj836,0.304,1548
pjxxxxbj923,0.304,1549
pjxyqwbj967,0.3039,1550
pjxuqwbj881,0.3039,1551
pjxyqwbj803,0.3039,1552
pjxyqxbj757,0.3039,1553
pjxpqxbj926,0.3038,1554
pjxsqxbj938,0.3038,1555
pjxyqwbj130,0.3037,1556
pjxyqwbj917,0.3036,1557
pjxyqwbj393,0.3036,1558
pjxsqxbj816,0.3036,1559
pjxuqwbj877,0.3036,1560
pjxyqxbk867,0.3035,1561
pjxyqxbj285,0.3034,1562
pjwrqxbj884,0.3034,1563
pjxyqxbl738,0.3033,1564
pjxyqxbj519,0.3033,1565
pjxyqxbj722,0.3033,1566
pjxyqxbl742,0.3032,1567
pjxyqxbj576,0.3032,1568
pjxyqxbj744,0.3031,1569
pjxyqxbj353,0.3031,1570
pjxyqwbk839,0.3031,1571
pjxuqwbj952,0.303,1572
pjxyqxbj068,0.303,1573
pjxuqwbj488,0.303,1574
pjxsqxbj900,0.303,1575
pjxwzxkj992,0.3029,1576
pjxyqxbk162,0.3029,1577
pjxyqwbj401,0.3028,1578
pjxuqwbj930,0.3028,1579
pjxpqxbj975,0.3028,1580
pjxyqxbj737,0.3028,1581
pjxsqxbj904,0.3027,1582
pjxsqxbj784,0.3027,1583
pjxyqxbk873,0.3027,1584
pjxyqwbj775,0.3026,1585
pjxyqwbj630,0.3025,1586
pjxuqwbj831,0.3024,1587
pjxyqwbk830,0.3023,1588
pjxuqwbj473,0.3023,1589
pjxyqwbj461,0.3022,1590
pjxyqxbj605,0.3022,1591
pjxuqwbj739,0.3022,1592
pjxyqwbk856,0.3021,1593
pjxqqxbj991,0.302,1594
pjxyqxbk995,0.3018,1595
pjxyqwbj098,0.3018,1596
pjxyqxbk941,0.3018,1597
pjxyqwbj563,0.3017,1598
pjxyqxbk011,0.3016,1599
pjxyqxbj365,0.3015,1600
pjxsqxbj909,0.3015,1601
pjxyqxbj692,0.3015,1602
pjwrqxbj993,0.3015,1603
pjxyqxbj067,0.3014,1604
pjxyqwbk993,0.3014,1605
pjxyqxbk566,0.3014,1606
pjxyqxbj548,0.3013,1607
pjwrqxbj952,0.3012,1608
pjxyqwbk731,0.3012,1609
pjxyqxbj046,0.3011,1610
pjxyqxbj432,0.3011,1611
pjxyqwbk624,0.3011,1612
pjxyqxbj779,0.301,1613
pjxyqxbk025,0.301,1614
